# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 683
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 683
DATA ascii
0.36198 -0.08566 -0.32318 -290198911474593375427169540094952472576.00000
0.35596 -0.06595 -0.31132 -287530030324487266722764017087230771200.00000
0.36134 -0.07626 -0.31635 -290198911474593375427169540094952472576.00000
0.35625 -0.05819 -0.30948 -290198911474593375427169540094952472576.00000
0.36220 -0.05231 -0.31081 -290209316350720048734097025034862198784.00000
0.35959 -0.04497 -0.31981 -288869683478808459554265733034672128000.00000
0.36552 -0.03850 -0.32079 -286211288334467438763469390755865296896.00000
0.36144 -0.03028 -0.32424 -283547558916400657583351550349970243584.00000
0.36644 -0.03097 -0.32292 -286216460348916369939427497304943230976.00000
0.35902 -0.00658 -0.30939 -288885361781432082295503444259916218368.00000
0.36387 -0.00687 -0.30825 -291559435228396725827537497763967139840.00000
0.35738 0.00099 -0.30132 -288890574360700220774802398703496724480.00000
0.36317 0.00072 -0.30467 -290230207232611809954633690703686795264.00000
0.35666 0.02250 -0.29822 -280883971475201101964926677574834192384.00000
0.36243 0.01552 -0.30135 -291559536640444744085889617500223569920.00000
0.35618 0.03675 -0.29775 -286221693210594112070396875695775023104.00000
0.36219 0.03023 -0.30137 -288885402346251289598844292154418790400.00000
0.35669 0.04424 -0.30144 -284887252635541057718194114191914172416.00000
0.35614 0.05135 -0.30054 -278220201492315113481467989274436567040.00000
0.36013 0.05921 -0.29818 -292888683506591245352111728771498770432.00000
0.35930 0.06627 -0.29674 -290224974370934067823664312312855003136.00000
0.35190 0.07807 -0.29026 -275530551154774865466548344281397985280.00000
0.35741 0.07246 -0.29083 -287556093220827959119258789305133301760.00000
0.34878 0.09003 -0.28186 -288864511464359528378307626485594193920.00000
0.35520 0.08584 -0.28678 -286206035190380092980829588417782218752.00000
0.36683 -0.08716 -0.32115 -290198911474593375427169540094952472576.00000
0.37110 -0.09708 -0.32018 -290209316350720048734097025034862198784.00000
0.36615 -0.07763 -0.31446 -291533352049646429779372301598813323264.00000
0.36541 -0.06843 -0.30793 -294202233199752538483777824606535024640.00000
0.36573 -0.06045 -0.30628 -292878197500826157438502548042583900160.00000
0.37205 -0.05442 -0.30752 -291543756925773103086299786538723049472.00000
0.36829 -0.04608 -0.31192 -290219741509256325692694933922023211008.00000
0.37451 -0.03951 -0.31278 -292888642941772038048770880876996198400.00000
0.37035 -0.03112 -0.31652 -288885361781432082295503444259916218368.00000
0.37640 -0.02405 -0.31694 -294228316378502834531943020771688841216.00000
0.37117 -0.00762 -0.31643 -292899027535489107704027941869654638592.00000
0.37712 -0.01615 -0.31858 -294233488392951765707901127320766775296.00000
0.37038 0.00031 -0.31267 -290245763840777810785848858245423169536.00000
0.37558 0.00014 -0.31133 -290245784123187414437519282192674455552.00000
0.36837 0.02327 -0.30475 -294217972349604972180026807673532973056.00000
0.37352 0.01579 -0.30332 -291575133813429952220445632936462516224.00000
0.37325 0.03122 -0.30330 -286216480631325973591097921252194516992.00000
0.37289 0.03890 -0.30285 -287556093220827959119258789305133301760.00000
0.36672 0.05333 -0.30249 -292904240114757246183326896313235144704.00000
0.37238 0.04653 -0.30212 -287571670111403563602144380794120962048.00000
0.36403 0.06724 -0.29538 -290230166667792602651292842809184223232.00000
0.36980 0.06094 -0.29546 -294233488392951765707901127320766775296.00000
0.36092 0.08038 -0.28747 -284881999491453711935554311853831094272.00000
0.36676 0.07461 -0.28793 -290224954088524464171993888365603717120.00000
0.35836 0.09366 -0.28283 -292873025486377226262544441493505966080.00000
0.36429 0.08838 -0.28363 -292878197500826157438502548042583900160.00000
