# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
0.36386 -0.08487 -0.27041 -291554182084309380044897695425884061696.00000
0.37032 -0.08015 -0.27205 -296881519225985320495110832554166452224.00000
0.36754 -0.07241 -0.27788 -290209316350720048734097025034862198784.00000
0.37399 -0.06711 -0.27929 -291554182084309380044897695425884061696.00000
0.37195 -0.06001 -0.28886 -288885300934203271340492172418162360320.00000
0.37842 -0.05405 -0.28996 -287561265235276890295216895854211235840.00000
0.37597 -0.04651 -0.29912 -290219741509256325692694933922023211008.00000
0.38375 -0.04058 -0.30449 -298226384959574651805911502945188315136.00000
0.37952 -0.03202 -0.30855 -295557503809468543101505979937466613760.00000
0.38586 -0.02481 -0.30881 -291554182084309380044897695425884061696.00000
0.38179 -0.00826 -0.31355 -294233468110542162056230703373515489280.00000
0.38666 -0.01674 -0.31052 -290230146385382998999622418861932937216.00000
0.37864 0.00804 -0.30148 -282239120390459484672632289222258065408.00000
0.38398 0.00800 -0.29994 -283573560965512539024835050726118916096.00000
0.37627 0.02342 -0.29337 -280878677766294548878946027342248542208.00000
0.38281 0.01593 -0.29601 -262206914591678461255034851228106358784.00000
0.37490 0.03082 -0.28904 -292888622659362434397100456929744912384.00000
0.37967 0.03887 -0.28710 -295567908685595216408433464877376339968.00000
0.37291 0.04542 -0.28384 -294223042952005885097632794486354477056.00000
0.37226 0.05275 -0.28286 -291559333816348707569185378027710709760.00000
0.37756 0.06150 -0.28400 -294217850655147350270004263990025256960.00000
0.37772 0.06956 -0.28646 -290209316350720048734097025034862198784.00000
0.37272 0.07653 -0.29047 -288895705810329944647419657358072086528.00000
0.37760 0.08587 -0.29072 -286226824660223835943014134350350385152.00000
0.37008 0.09067 -0.28597 -284908001540565593377037812229979766784.00000
0.36857 0.09750 -0.28336 -287576882690671702081443335237701468160.00000
0.36419 0.10939 -0.27349 -288885321216612874992162596365413646336.00000
0.37053 0.10453 -0.27447 -291569799539704191831124134809374294016.00000
0.37764 -0.09815 -0.26705 -296881438096346905888429136765161308160.00000
0.37286 -0.08782 -0.26571 -296871073785039439884842499719754153984.00000
0.37971 -0.08303 -0.26725 -294212556946240797184023613757439606784.00000
0.37697 -0.07509 -0.27354 -295541784942025713056927420817719951360.00000
0.38382 -0.06968 -0.27483 -298221050685848891416590004818100092928.00000
0.38061 -0.06145 -0.28049 -302213967534881381166270804389772918784.00000
0.38223 -0.05432 -0.28360 -300884739539096465293366997329492574208.00000
0.38640 -0.04849 -0.29530 -296897055551741717674655576148651540480.00000
0.39324 -0.04170 -0.29587 -303564045847738850956370429224375287808.00000
0.39141 -0.02543 -0.30698 -290219741509256325692694933922023211008.00000
0.39755 -0.03489 -0.30762 -303574511571094335218309186006038872064.00000
0.39801 -0.01772 -0.30679 -292904138702709227924974776576978714624.00000
0.39720 -0.00902 -0.30358 -296907460427868390981583061088561266688.00000
0.38946 0.00797 -0.29828 -298252407291096136899065427268588273664.00000
0.39508 0.00793 -0.29648 -307582964745883222147534729172196786176.00000
0.38952 0.02426 -0.29886 -300905691268217037468914934840071028736.00000
0.39521 0.01622 -0.29693 -306227815830624839439829117524772913152.00000
0.38793 0.03212 -0.29432 -302240111560860488169447272396680593408.00000
0.39444 0.04106 -0.29632 -304893354973162181435955932073660776448.00000
0.38562 0.04760 -0.28880 -302240091278450884517776848449429307392.00000
0.38361 0.05483 -0.28362 -298236749270882117809498139990595469312.00000
0.38286 0.07061 -0.28465 -291533311484827222476031453704310751232.00000
0.38926 0.06400 -0.28442 -302213987817290984817941228337024204800.00000
0.38271 0.08717 -0.28872 -288885260369384064037151324523659788288.00000
0.38945 0.08094 -0.28894 -294212597511060004487364461651942178816.00000
0.38628 0.09589 -0.28395 -291559333816348707569185378027710709760.00000
0.38448 0.10307 -0.28106 -294223042952005885097632794486354477056.00000
0.38129 0.10883 -0.27391 -299555612955359567678815310005468659712.00000
0.37925 0.11551 -0.27059 -298226384959574651805911502945188315136.00000
0.37710 0.12195 -0.26707 -290230146385382998999622418861932937216.00000
0.38378 -0.11050 -0.27234 -306227673853757613878136149894013911040.00000
0.38232 -0.09977 -0.26416 -298231455561975564723517489758009819136.00000
0.38350 -0.09217 -0.26449 -291559293251529500265844530133208137728.00000
0.39086 -0.08724 -0.26591 -290224852676476445913641768629347287040.00000
0.38889 -0.07100 -0.27238 -298215858388990356588961474321770872832.00000
0.39326 -0.08046 -0.27004 -292893733826582554618047291637068988416.00000
0.39413 -0.05741 -0.28344 -300889911553545396469325103878570508288.00000
0.39917 -0.06710 -0.28190 -290224812111657238610300920734844715008.00000
0.39884 -0.04261 -0.29365 -299565916419438222727390675209121955840.00000
0.40457 -0.05242 -0.29294 -296896994704512906719644304306897682432.00000
0.40504 -0.03631 -0.31025 -299565956984257430030731523103624527872.00000
0.41109 -0.03714 -0.30783 -306222522121718286353848467292187262976.00000
0.40389 -0.01823 -0.30469 -298231496126794772026858337652512391168.00000
0.40991 -0.01875 -0.30243 -302219139549330312342228910938850852864.00000
0.40360 -0.00080 -0.30269 -302234777287134727780125774269592371200.00000
0.40999 0.00780 -0.30133 -312899856446613281987479533466066878464.00000
0.40401 0.02517 -0.30405 -307562114428810668230338911397874761728.00000
0.41014 0.01662 -0.30179 -311555010995433554328349287022296301568.00000
0.40216 0.03353 -0.29929 -306227673853757613878136149894013911040.00000
0.40761 0.04262 -0.29655 -310220570420380499976146525518435450880.00000
0.40530 0.05070 -0.29127 -310220570420380499976146525518435450880.00000
0.40438 0.05909 -0.29001 -304888000417026817394964009999321268224.00000
0.39611 0.06565 -0.28648 -303553620689202573997772520337214275584.00000
0.40174 0.06666 -0.28424 -296897014986922510371314728254148968448.00000
0.39328 0.08986 -0.28428 -299550319246453014592834659772883009536.00000
0.40043 0.08346 -0.28432 -302219159831739915993899334886102138880.00000
0.39153 0.09735 -0.28158 -294217789807918539314992992148271398912.00000
0.39688 0.09884 -0.27904 -298210666092131821761332943825441652736.00000
0.38757 0.11169 -0.27539 -292867792624699484131575063102674173952.00000
0.39176 0.12163 -0.27316 -278199351175242559564272171500114542592.00000
0.39067 0.12984 -0.27341 -287556052656008751815917941410630729728.00000
0.40724 -0.13574 -0.28946 -288879926095658303647829826396571566080.00000
0.39664 -0.11751 -0.27458 -296886569545976629761046395419736670208.00000
0.40501 -0.11284 -0.27612 -291548827528174016003905773351544553472.00000
0.39626 -0.09815 -0.26678 -295557341550191713888142588359456325632.00000
0.40428 -0.09301 -0.26806 -291548847810583619655576197298795839488.00000
0.40244 -0.07591 -0.27536 -286221530951317282857033484117764734976.00000
0.40703 -0.08590 -0.27247 -284876624652908744242891965832240300032.00000
0.40847 -0.06160 -0.28705 -294228133836816401666909205246427267072.00000
0.41382 -0.07188 -0.28500 -295552149253333179060514057863127105536.00000
0.41576 -0.05613 -0.30443 -300905508726530604603881119314809454592.00000
0.42386 -0.04852 -0.30457 -307562033299172253623657215608869617664.00000
0.41677 -0.02859 -0.30275 -311544626401716484673092226029637861376.00000
0.42358 -0.03887 -0.30245 -310215317276293154193506723180352372736.00000
0.41517 -0.01010 -0.29698 -310215357841112361496847571074854944768.00000
0.42144 -0.01047 -0.29443 -308880917266059307144644809570994094080.00000
0.41446 0.00778 -0.29452 -315553099858914975253988193143047061504.00000
0.42071 0.00774 -0.29204 -311549818698575019500720756525967081472.00000
0.41634 0.01675 -0.29946 -310220590702790103627816949465686736896.00000
0.42079 0.02584 -0.29260 -308875765534019979620357126969167446016.00000
0.41422 0.03441 -0.29483 -307551709552683994923411426457965035520.00000
0.41368 0.04323 -0.29421 -311555031277843157980019710969547587584.00000
0.41028 0.05999 -0.28762 -304893233278704559525933388390153060352.00000
0.41734 0.05222 -0.28639 -311554990713023950676678863075045015552.00000
0.40750 0.06769 -0.28183 -298236627576424495899475596307087753216.00000
0.41339 0.06874 -0.27924 -300910701023389139431509649811138674688.00000
0.40430 0.09267 -0.27919 -298215838106580752937291050374519586816.00000
0.41187 0.08609 -0.27901 -295567746426318387195070073299366051840.00000
0.40386 0.10149 -0.28045 -299545106667184876113535705329302503424.00000
0.40324 0.11030 -0.28144 -298210666092131821761332943825441652736.00000
0.40144 0.12781 -0.28269 -292888602376952830745430032982493626368.00000
0.40853 0.13126 -0.28372 -291564546395616846048484332471291215872.00000
0.39873 0.13485 -0.27861 -291564586960436053351825180365793787904.00000
0.40729 0.14015 -0.28390 -292899007253079504052357517922403352576.00000
0.40602 0.15968 -0.28821 -294233447828132558404560279426264203264.00000
0.42445 -0.14688 -0.29637 -306222522121718286353848467292187262976.00000
0.42014 -0.12406 -0.29683 -292878116371187742831820852253578756096.00000
0.42814 -0.12812 -0.29776 -296881458378756509540099560712412594176.00000
0.41368 -0.10776 -0.27746 -295546997521293851536226375261300457472.00000
0.42889 -0.10717 -0.29312 -295562655541507870625793662539293261824.00000
0.42089 -0.08369 -0.28687 -300895164697632742251964906216653586432.00000
0.44167 -0.10590 -0.31986 -295567868120776009105092616982873767936.00000
0.43450 -0.07164 -0.31503 -302224331846188847169857441435180072960.00000
0.44598 -0.07554 -0.32228 -302219159831739915993899334886102138880.00000
0.43463 -0.06143 -0.31339 -303558772421241901522060202939040923648.00000
0.44357 -0.05324 -0.31322 -304888000417026817394964009999321268224.00000
0.43003 -0.03976 -0.29946 -311549757851346208545709484684213223424.00000
0.42953 -0.03002 -0.29716 -311549757851346208545709484684213223424.00000
0.42785 -0.01086 -0.29168 -310215357841112361496847571074854944768.00000
0.43440 -0.01125 -0.28872 -308880937548468910796315233518245380096.00000
0.42711 0.00770 -0.28936 -308875745251610375968686703021916160000.00000
0.43515 -0.00185 -0.28998 -307541324958966925268154365465306595328.00000
0.42720 0.02614 -0.28992 -311544626401716484673092226029637861376.00000
0.43374 0.02644 -0.28703 -308886190692556256578955035856328458240.00000
0.43337 0.03582 -0.28673 -307551729835093598575081850405216321536.00000
0.43272 0.04513 -0.28603 -306227653571348010226465725946762625024.00000
0.42247 0.06185 -0.28228 -299565835289799808120708979420116811776.00000
0.42992 0.05381 -0.28074 -304898445857972698005232342833733566464.00000
0.41956 0.07909 -0.27847 -302239949301583658956083880818670305280.00000
0.42733 0.07166 -0.27753 -304898405293153490701891494939230994432.00000
0.41746 0.09665 -0.27744 -298221030403439287764919580870848806912.00000
0.42557 0.08980 -0.27701 -299555470978492342117122342374709657600.00000
0.41796 0.11638 -0.28364 -295557402397420524843153860201210183680.00000
0.42847 0.11133 -0.28809 -294228133836816401666909205246427267072.00000
0.42154 0.14000 -0.29859 -292904118420299624273304352629727428608.00000
0.42958 0.14392 -0.29946 -291569637280427362617760743231364005888.00000
0.42023 0.14956 -0.29886 -294238558995352678625507114133588279296.00000
0.42818 0.15373 -0.29963 -292904098137890020621633928682476142592.00000
0.41511 0.16616 -0.29368 -295572999570405732977709875637449129984.00000
0.43252 -0.15157 -0.29688 -286211044945552194943424303388849864704.00000
0.43591 -0.16317 -0.29022 -302208714390794035383631002051689840640.00000
0.43706 -0.14445 -0.30340 -284892262390713159680788829162981818368.00000
0.44774 -0.13902 -0.30458 -280894193809641342406820346989482344448.00000
0.44455 -0.11638 -0.31006 -292893794673811365573058563478822846464.00000
0.44953 -0.12875 -0.30506 -292893774391401761921388139531571560448.00000
0.45458 -0.10049 -0.32639 -288895665245510737344078809463569514496.00000
0.46065 -0.11349 -0.32237 -300874395510198602941450784231336706048.00000
0.46107 -0.08111 -0.33569 -304882868967397093522346751344745906176.00000
0.46815 -0.09433 -0.33270 -306217309542450147874549512848606756864.00000
0.46110 -0.06967 -0.33374 -306206864101504267264281180014194458624.00000
0.47127 -0.06057 -0.33314 -302208734673203639035301425998941126656.00000
0.46032 -0.04697 -0.32889 -307546476691006252792442048067133243392.00000
0.46984 -0.03730 -0.32762 -300869182930930464462151829787756199936.00000
0.45344 -0.02373 -0.31222 -307541304676557321616483941518055309312.00000
0.45704 -0.01326 -0.30041 -303538064081036573166557352795477901312.00000
0.44616 -0.00239 -0.29583 -303538023516217365863216504900975329280.00000
0.45375 0.00747 -0.29326 -302203623505983518814354591291617050624.00000
0.44898 0.02765 -0.30193 -298215878671399960240631898269022158848.00000
0.45628 0.01771 -0.29838 -303548489239572850125155261682638913536.00000
0.44634 0.03734 -0.29689 -299550319246453014592834659772883009536.00000
0.45493 0.04841 -0.29721 -296891883537292786498697469599573606400.00000
0.44677 0.05759 -0.29956 -299565896137028619075720251261870669824.00000
0.45382 0.05848 -0.29597 -294228194684045212621920477088181125120.00000
0.43576 0.08342 -0.28036 -299550238116814599986152963983877865472.00000
0.45298 0.07908 -0.29689 -288864410052311510119955506749337763840.00000
0.43735 0.10442 -0.28776 -294228133836816401666909205246427267072.00000
0.45566 0.10186 -0.30597 -296891863254883182847027045652322320384.00000
0.44722 0.13269 -0.31445 -288900756130321253913355220223642304512.00000
0.45998 0.12714 -0.31962 -287561143540819268385194352170703519744.00000
0.44257 0.15201 -0.31047 -288905928144770185089313326772720238592.00000
0.45550 0.14761 -0.31607 -292883268103227070356108534855405404160.00000
0.43873 0.16020 -0.30535 -292898905841031485794005398186146922496.00000
0.44563 0.17514 -0.30550 -298221111533077702371601276659853950976.00000
0.42841 0.17299 -0.28940 -298236749270882117809498139990595469312.00000
0.43192 0.18466 -0.28343 -296871073785039439884842499719754153984.00000
0.43884 -0.17461 -0.28274 -296876144387440352802448486532575657984.00000
0.44157 -0.16536 -0.28441 -299555470978492342117122342374709657600.00000
0.44413 -0.15592 -0.28589 -296891802407654371892015773810568462336.00000
0.45407 -0.14118 -0.29916 -294233346416084540146208159690007773184.00000
0.46044 -0.14335 -0.29346 -296897014986922510371314728254148968448.00000
0.45881 -0.13309 -0.30547 -295557402397420524843153860201210183680.00000
0.47025 -0.12659 -0.30601 -295541744377206505753586572923217379328.00000
0.46770 -0.11548 -0.31726 -298210706656951029064673791719944224768.00000
0.47916 -0.10791 -0.31739 -302213967534881381166270804389772918784.00000
0.47564 -0.09610 -0.32778 -298210666092131821761332943825441652736.00000
0.48698 -0.08746 -0.32736 -299545066102365668810194857434799931392.00000
0.48243 -0.07513 -0.33681 -310220590702790103627816949465686736896.00000
0.49042 -0.07663 -0.33175 -304882808120168282567335479502992048128.00000
0.48155 -0.05088 -0.33197 -298210686374541425413003367772692938752.00000
0.49188 -0.04057 -0.33016 -306201793499103354346675193201372954624.00000
0.47089 -0.02550 -0.30958 -304872585785728042125441810088343896064.00000
0.48000 -0.01517 -0.30714 -306201773216693750695004769254121668608.00000
0.46339 0.00739 -0.29413 -296871033220220232581501651825251581952.00000
0.47282 -0.00347 -0.29382 -306206884383913870915951603961445744640.00000
0.46596 0.02858 -0.29935 -303553620689202573997772520337214275584.00000
0.48186 0.01846 -0.30999 -303553519277154555739420400600957845504.00000
0.46300 0.03877 -0.29424 -299550319246453014592834659772883009536.00000
0.47835 0.04053 -0.30446 -299555450696082738465451918427458371584.00000
0.46439 0.07111 -0.29977 -283547477786762242976669854560965099520.00000
0.47887 0.06313 -0.30712 -294228133836816401666909205246427267072.00000
0.47066 0.09592 -0.31500 -286216358936868351681075377568686800896.00000
0.48113 0.09873 -0.31563 -290219721226846722041024509974771924992.00000
0.46773 0.11765 -0.31351 -292878116371187742831820852253578756096.00000
0.47827 0.10928 -0.31233 -288874835210847787078553415636498776064.00000
0.46716 0.12913 -0.31486 -294207324084563055053054235366607814656.00000
0.47346 0.14271 -0.31064 -287555930961551129905895397727123013632.00000
0.46513 0.15194 -0.31656 -292883268103227070356108534855405404160.00000
0.47062 0.16560 -0.31135 -287550738664692595078266867230793793536.00000
0.45455 0.18010 -0.30550 -280852574305134649179110407229843439616.00000
0.46589 0.17431 -0.30565 -284871472920869416718604283230413651968.00000
0.44476 0.19510 -0.29314 -291522906608700549169103968764401025024.00000
0.45067 0.19754 -0.28714 -291528098905559083996732499260730245120.00000
0.44939 -0.19132 -0.27322 -302213926970062173862929956495270346752.00000
0.46770 -0.19463 -0.28558 -303543154965847089735833763555550691328.00000
0.46179 -0.17895 -0.28870 -299555450696082738465451918427458371584.00000
0.47412 -0.17422 -0.28934 -298215797541761545633950202480017014784.00000
0.46741 -0.15855 -0.29180 -300884658409458050686685301540487430144.00000
0.47967 -0.15291 -0.29223 -300879486395009119510727194991409496064.00000
0.47524 -0.13976 -0.29960 -302208694108384431731960578104438554624.00000
0.48749 -0.13307 -0.29970 -303543154965847089735833763555550691328.00000
0.48661 -0.10984 -0.31176 -304882828402577886219005903450243334144.00000
0.49268 -0.12367 -0.30582 -306206864101504267264281180014194458624.00000
0.50219 -0.10334 -0.31704 -300879506677418723162397618938660782080.00000
0.50646 -0.09246 -0.32207 -299545066102365668810194857434799931392.00000
0.50178 -0.06680 -0.33041 -304887980134617213743293586052069982208.00000
0.51018 -0.06817 -0.32476 -299555491260901945768792766321960943616.00000
0.50117 -0.05410 -0.32796 -308860208925853978789141959427431071744.00000
0.51219 -0.04327 -0.32555 -302203704635621933421036287080622194688.00000
0.49561 -0.02848 -0.31636 -303517294893602433856043230810161020928.00000
0.50893 -0.01769 -0.31871 -300874395510198602941450784231336706048.00000
0.48965 0.00713 -0.30494 -304877554976080936784695677164908969984.00000
0.50672 -0.00522 -0.31471 -302208734673203639035301425998941126656.00000
0.49579 0.03069 -0.31580 -298221010121029684113249156923597520896.00000
0.51109 0.01930 -0.32169 -287561163823228872036864776117954805760.00000
0.49211 0.04200 -0.31001 -298221030403439287764919580870848806912.00000
0.50680 0.04356 -0.31554 -303558853550880316128741898728046067712.00000
0.50410 0.06754 -0.31286 -302213987817290984817941228337024204800.00000
0.50538 0.08029 -0.31617 -296871073785039439884842499719754153984.00000
0.49796 0.09168 -0.32456 -296876347211536389319152726005088518144.00000
0.50674 0.10612 -0.32159 -294207466061430280614747202997366816768.00000
0.49207 0.11405 -0.31801 -294217830372737746618333840042773970944.00000
0.50338 0.11747 -0.31795 -291548989787450845217269164929554841600.00000
0.48374 0.14691 -0.31053 -286242340703570629470888453997584187392.00000
0.49441 0.15127 -0.31008 -295546997521293851536226375261300457472.00000
0.48236 0.15873 -0.31095 -287571548416945941692121837110613245952.00000
0.48965 0.16106 -0.30481 -294207344366972658704724659313859100672.00000
0.47261 0.17673 -0.29965 -286211146357600213201776423125106294784.00000
0.47692 0.19019 -0.29248 -283526688316918500014485308628396933120.00000
0.46209 0.19274 -0.28733 -291543756925773103086299786538723049472.00000
0.46535 0.20537 -0.27936 -290214386953120961651703011847683702784.00000
0.45100 0.20670 -0.27423 -287540333788565921771339382290884067328.00000
0.51653 -0.26003 -0.35670 -300895022720765516690271938585894584320.00000
0.54083 -0.28223 -0.37526 -299550197551995392682812116089375293440.00000
0.49177 -0.20154 -0.30510 -287545505803014852947297488839962001408.00000
0.51924 -0.20862 -0.32646 -291543675796134688479618090749717905408.00000
0.49054 -0.17207 -0.29562 -298210625527312614457992095930939080704.00000
0.50804 -0.16922 -0.30169 -298210666092131821761332943825441652736.00000
0.49592 -0.14930 -0.29806 -299534661226238995503267372494890205184.00000
0.50924 -0.14230 -0.29763 -299534661226238995503267372494890205184.00000
0.50373 -0.12798 -0.30515 -299534661226238995503267372494890205184.00000
0.51918 -0.13487 -0.31017 -299534661226238995503267372494890205184.00000
0.51851 -0.09590 -0.32187 -304882828402577886219005903450243334144.00000
0.52692 -0.09769 -0.31515 -299545066102365668810194857434799931392.00000
0.52251 -0.07084 -0.32473 -296886589828386233412716819366987956224.00000
0.53135 -0.08587 -0.31996 -299545066102365668810194857434799931392.00000
0.52191 -0.05749 -0.32243 -303543276660304711645856307239058407424.00000
0.53069 -0.05870 -0.31609 -303548428392344039170143989840885055488.00000
0.52315 -0.03177 -0.32237 -303543317225123918949197155133560979456.00000
0.53605 -0.03321 -0.32203 -296871114349858647188183347614256726016.00000
0.52324 0.00680 -0.32128 -296881316401889283978406593081653592064.00000
0.53533 -0.00653 -0.31993 -304882868967397093522346751344745906176.00000
0.52326 0.03245 -0.32166 -303558772421241901522060202939040923648.00000
0.53616 0.03322 -0.32131 -302208734673203639035301425998941126656.00000
0.52127 0.05788 -0.31987 -304877595540900144088036525059411542016.00000
0.53400 0.05952 -0.31942 -303548367545115228215132717999131197440.00000
0.51954 0.07037 -0.31817 -304877595540900144088036525059411542016.00000
0.52975 0.08510 -0.31535 -287550799511921406033278139072547651584.00000
0.51825 0.09595 -0.31884 -295526268898678919529053101170486149120.00000
0.52689 0.09748 -0.31253 -283542326054722915452382171959138451456.00000
0.51111 0.13231 -0.31332 -294207364649382262356395083261110386688.00000
0.52350 0.12293 -0.31100 -283537113475454776973083217515557945344.00000
0.50200 0.15353 -0.30369 -291538463216866550000319136306137399296.00000
0.51462 0.14532 -0.30202 -288874754081209372471871719847493632000.00000
0.49698 0.16340 -0.29833 -290204022641813495648116374802276548608.00000
0.50217 0.17774 -0.29102 -286185144308488331760292922748957622272.00000
0.49266 0.18702 -0.29743 -284855896030293812235718691741425991680.00000
0.49966 0.18952 -0.29022 -286185144308488331760292922748957622272.00000
0.48383 0.20662 -0.28975 -295531461195537454356681631666815369216.00000
0.49036 0.22345 -0.28611 -284866341471239692845987024575838289920.00000
0.46742 0.23094 -0.27361 -286205954060741678374147892628777074688.00000
0.48003 0.22695 -0.27327 -287535242903755405202062971530811277312.00000
0.58834 -0.34531 -0.40699 -298215716412123131027268506691011870720.00000
0.58424 -0.32479 -0.42032 -295546855544426625974533407630541455360.00000
0.59629 -0.31049 -0.40738 -296881235272250869371724897292648448000.00000
0.56226 -0.26189 -0.37591 -294217668113460917404970448464763682816.00000
0.56740 -0.24370 -0.35623 -294217647831051313753300024517512396800.00000
0.54518 -0.21121 -0.34168 -292872883509510000700851473862746963968.00000
0.54565 -0.19174 -0.31803 -295541744377206505753586572923217379328.00000
0.53579 -0.17210 -0.32090 -295536531797938367274287618479636873216.00000
0.54866 -0.17809 -0.31903 -295536511515528763622617194532385587200.00000
0.53747 -0.12871 -0.31516 -304877554976080936784695677164908969984.00000
0.55351 -0.15013 -0.32004 -299539792675868719375884631149465567232.00000
0.53878 -0.11505 -0.31480 -304877595540900144088036525059411542016.00000
0.55286 -0.10506 -0.31249 -311549798416165415849050332578715795456.00000
0.54005 -0.07370 -0.31134 -302213947252471777514600380442521632768.00000
0.54886 -0.08916 -0.30543 -303543154965847089735833763555550691328.00000
0.53955 -0.05993 -0.30935 -302213967534881381166270804389772918784.00000
0.55177 -0.04814 -0.30550 -296860668908912766577915014779844427776.00000
0.54523 -0.03400 -0.31536 -303543317225123918949197155133560979456.00000
0.55663 -0.02121 -0.31048 -300848352896267514196626435960685461504.00000
0.54871 -0.00710 -0.31917 -303543276660304711645856307239058407424.00000
0.55909 0.00651 -0.31315 -302193178065037638204086258457204752384.00000
0.54957 0.03403 -0.32054 -296876306646717182015811878110585946112.00000
0.55939 0.02049 -0.31361 -295547038086113058839567223155803029504.00000
0.55814 0.04838 -0.31274 -286221571516136490160374332012267307008.00000
0.55660 0.06215 -0.31143 -283552690366030381455968809004545605632.00000
0.54116 0.07356 -0.31104 -291574991836562726658752665305703514112.00000
0.55175 0.08902 -0.30713 -292909412129206177359285002862313078784.00000
0.53957 0.10041 -0.31139 -270234388076659737633776814078342201344.00000
0.54849 0.10200 -0.30416 -291564566678026449700154756418542501888.00000
0.53589 0.12665 -0.30968 -279549409205690425702701372387465625600.00000
0.54383 0.14257 -0.30333 -291543716360953895782958938644220477440.00000
0.52636 0.14965 -0.30040 -292878177218416553786832124095332614144.00000
0.53277 0.16512 -0.29294 -287556032373599148164247517463379443712.00000
0.51534 0.17056 -0.28956 -287529989759668059419423169192728199168.00000
0.51299 0.18286 -0.28897 -283531900896186638493784263071977439232.00000
0.51896 0.21689 -0.30434 -276864951165008712515410257890756263936.00000
0.53368 0.21032 -0.30290 -280889062360011618534203088334906982400.00000
0.51565 0.22922 -0.30305 -274196090297312207462675158830285848576.00000
0.53140 0.23994 -0.30675 -280878657483884945227275603394997256192.00000
0.48932 0.23299 -0.27047 -286200822611111954501530633974201712640.00000
0.49093 0.24555 -0.25947 -280868232325348668268677694507836243968.00000
