# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
0.37391 -0.08374 -0.28501 -294217911502376161225015535831779115008.00000
0.36867 -0.07348 -0.28216 -290193739460144444251211433545874538496.00000
0.37340 -0.07482 -0.28003 -291533392614465637082713149493315895296.00000
0.37078 -0.05912 -0.28451 -291522967455929360124115240606154883072.00000
0.37717 -0.05324 -0.28560 -292862620610250552955616956553596239872.00000
0.37474 -0.04579 -0.29460 -291549030352270052520610012824057413632.00000
0.38240 -0.03992 -0.29985 -296891964666931201105379165388578750464.00000
0.37823 -0.03147 -0.30386 -292888642941772038048770880876996198400.00000
0.38586 -0.02481 -0.30881 -291559333816348707569185378027710709760.00000
0.38119 -0.01627 -0.31218 -292893774391401761921388139531571560448.00000
0.38730 -0.00859 -0.31192 -294228214966454816273590901035432411136.00000
0.38117 0.00799 -0.31061 -286216440066506766287757073357691944960.00000
0.38666 0.00795 -0.30904 -288885321216612874992162596365413646336.00000
0.38128 0.01604 -0.31105 -268873925170085198188420128251081392128.00000
0.38677 0.01615 -0.30948 -262201762859639133730747168626279710720.00000
0.37846 0.03160 -0.30188 -291564607242845657003495604313045073920.00000
0.37808 0.03942 -0.30141 -292899027535489107704027941869654638592.00000
0.37754 0.04719 -0.30065 -288895685527920340995749233410820800512.00000
0.37684 0.05488 -0.29959 -284892343520351574287470524951986962432.00000
0.37482 0.06184 -0.29393 -294233427545722954752889855479012917248.00000
0.38015 0.07104 -0.29489 -288895665245510737344078809463569514496.00000
0.37773 0.07769 -0.28870 -288890452666242598864779855019989008384.00000
0.37641 0.08494 -0.28651 -292893774391401761921388139531571560448.00000
0.36899 0.08970 -0.28188 -290209275785900841430756177140359626752.00000
0.37380 0.09104 -0.28000 -292878136653597346483491276200830042112.00000
0.36419 0.10939 -0.27349 -288890513513471409819791126861742866432.00000
0.37053 0.10453 -0.27447 -294228235248864419925261324982683697152.00000
0.38305 -0.10414 -0.28481 -298200220651185941151064610991029354496.00000
0.37875 -0.08522 -0.28260 -302213947252471777514600380442521632768.00000
0.38273 -0.09468 -0.28021 -292867650647832258569882095471915171840.00000
0.37951 -0.07732 -0.28210 -294207303802153451401383811419356528640.00000
0.38654 -0.07176 -0.28341 -298215858388990356588961474321770872832.00000
0.38191 -0.06237 -0.28479 -299539954935145548589248022727475855360.00000
0.38355 -0.05515 -0.28794 -300874415792608206593121208178587992064.00000
0.38640 -0.04849 -0.29530 -298215959801038374847313594058027302912.00000
0.39324 -0.04170 -0.29587 -302219240961378330600581030675107282944.00000
0.39755 -0.03489 -0.30762 -302234817851953935083466622164094943232.00000
0.39866 -0.02655 -0.30976 -291559293251529500265844530133208137728.00000
0.39295 -0.00892 -0.31016 -292893774391401761921388139531571560448.00000
0.39958 -0.01809 -0.31156 -295557402397420524843153860201210183680.00000
0.39344 -0.00055 -0.31126 -300895266109680760510317025952910016512.00000
0.39958 0.00785 -0.31017 -308891403271824395058253990299908964352.00000
0.39233 0.02463 -0.30790 -294228336660912438183613444718940127232.00000
0.39963 0.02509 -0.31072 -300910782153027554038191345600143818752.00000
0.39066 0.03268 -0.30312 -300905691268217037468914934840071028736.00000
0.39736 0.04185 -0.30526 -303579663303133662742596868607865520128.00000
0.38961 0.04903 -0.30175 -302245222728080608390394107104004669440.00000
0.38747 0.05650 -0.29619 -294238579277762282277177538080839565312.00000
0.38541 0.07211 -0.29303 -286231956109853559815631393004925747200.00000
0.39197 0.06534 -0.29280 -295573019852815336629380299584700416000.00000
0.38271 0.08717 -0.28872 -290224913523705256868653040471101145088.00000
0.38945 0.08094 -0.28894 -288895665245510737344078809463569514496.00000
0.37944 0.10154 -0.28336 -284892384085170781590811372846489534464.00000
0.38628 0.09589 -0.28395 -288895705810329944647419657358072086528.00000
0.37641 0.10724 -0.27626 -291559394663577518524196649869464567808.00000
0.38047 0.11680 -0.27457 -295557503809468543101505979937466613760.00000
0.37829 0.12332 -0.27100 -286216419784097162636086649410440658944.00000
0.38799 -0.10585 -0.28177 -302213926970062173862929956495270346752.00000
0.39486 -0.11932 -0.28771 -299555450696082738465451918427458371584.00000
0.38870 -0.08827 -0.27730 -292883268103227070356108534855405404160.00000
0.39381 -0.08983 -0.27440 -294217728960689728359981720306517540864.00000
0.39321 -0.07422 -0.28532 -296886589828386233412716819366987956224.00000
0.39783 -0.08410 -0.28308 -291559272969119896614174106185956851712.00000
0.39714 -0.05919 -0.29233 -299550319246453014592834659772883009536.00000
0.40236 -0.06917 -0.29088 -288895543551053115434056265780061798400.00000
0.40040 -0.04331 -0.29821 -298226283547526633547559383208931885056.00000
0.40623 -0.05325 -0.29757 -299565875854619015424049827314619383808.00000
0.40338 -0.03569 -0.30541 -299565916419438222727390675209121955840.00000
0.41060 -0.02789 -0.30526 -303553600406792970346102096389962989568.00000
0.40466 -0.00962 -0.30619 -304888061264255628349975281841075126272.00000
0.41073 -0.00999 -0.30396 -310220590702790103627816949465686736896.00000
0.40522 -0.00094 -0.30734 -307551729835093598575081850405216321536.00000
0.41343 0.00774 -0.31070 -312889471852896212332222472473408438272.00000
0.40727 0.02557 -0.31347 -303569258427006989435669383667955793920.00000
0.41357 0.01680 -0.31116 -308896555003863722582541672901735612416.00000
0.40533 0.03414 -0.30845 -304903699002060043787872145171816644608.00000
0.40483 0.04286 -0.30785 -304903678719650440136201721224565358592.00000
0.40010 0.05881 -0.29658 -299565916419438222727390675209121955840.00000
0.40850 0.05174 -0.30007 -311565436153969831286947195909457313792.00000
0.39755 0.06634 -0.29070 -298241901002921445333785822592422117376.00000
0.40325 0.06736 -0.28843 -295567827555956801801751769088371195904.00000
0.39470 0.09086 -0.28851 -294233468110542162056230703373515489280.00000
0.40193 0.08438 -0.28856 -295567868120776009105092616982873767936.00000
0.39292 0.09844 -0.28576 -291564586960436053351825180365793787904.00000
0.39984 0.10109 -0.28745 -292899027535489107704027941869654638592.00000
0.38891 0.11296 -0.27949 -287550860359150216988289410914301509632.00000
0.39317 0.12303 -0.27727 -276875335758725782170667318883414704128.00000
0.39352 0.13293 -0.28184 -290219741509256325692694933922023211008.00000
0.41119 -0.14027 -0.30012 -290214386953120961651703011847683702784.00000
0.40177 -0.12311 -0.28900 -296886589828386233412716819366987956224.00000
0.41648 -0.12411 -0.30637 -291548807245764412352235349404293267456.00000
0.40109 -0.10264 -0.28008 -298210686374541425413003367772692938752.00000
0.41124 -0.09879 -0.28608 -295536592645167178229298890321390731264.00000
0.41284 -0.08320 -0.30330 -287555930961551129905895397727123013632.00000
0.41799 -0.09418 -0.30060 -290198870909774168123828692200449900544.00000
0.41528 -0.07506 -0.30734 -288895563833462719085726689727313084416.00000
0.42549 -0.07902 -0.31453 -295541784942025713056927420817719951360.00000
0.41765 -0.05705 -0.30940 -302239908736764451652743032924167733248.00000
0.43002 -0.05103 -0.31989 -307551689270274391271741002510713749504.00000
0.41544 -0.03736 -0.30046 -304893212996294955874262964442901774336.00000
0.41677 -0.02859 -0.30275 -307551689270274391271741002510713749504.00000
0.41431 -0.01890 -0.29543 -303543175248256693387504187502801977344.00000
0.42144 -0.01047 -0.29443 -306212076680772405743580134457774964736.00000
0.41579 -0.00120 -0.29817 -315547927844466044078030086593969127424.00000
0.42252 0.00771 -0.29648 -312873874679911004197666457037169491968.00000
0.41993 0.01692 -0.30877 -308886129845327445623943764014574600192.00000
0.41984 0.02616 -0.30885 -307551689270274391271741002510713749504.00000
0.41714 0.04409 -0.30321 -310220570420380499976146525518435450880.00000
0.42411 0.03552 -0.30130 -311549757851346208545709484684213223424.00000
0.41028 0.05999 -0.28762 -304882808120168282567335479502992048128.00000
0.41907 0.05275 -0.29067 -314218679566271524553455855586437496832.00000
0.40769 0.07667 -0.28403 -298236749270882117809498139990595469312.00000
0.41504 0.06946 -0.28337 -306212117245591613046920982352277536768.00000
0.40767 0.08570 -0.28596 -295567868120776009105092616982873767936.00000
0.40745 0.09476 -0.28761 -292899027535489107704027941869654638592.00000
0.40809 0.11425 -0.29464 -292893835238630572876399411373325418496.00000
0.41453 0.10668 -0.29039 -299550319246453014592834659772883009536.00000
0.40806 0.13424 -0.30103 -290209316350720048734097025034862198784.00000
0.41856 0.13007 -0.30662 -296881519225985320495110832554166452224.00000
0.40219 0.14874 -0.29216 -296891944384521597453708741441327464448.00000
0.41443 0.14744 -0.30281 -296897096116560924977996424043154112512.00000
0.42105 -0.14724 -0.30684 -302224372411008054473198289329682644992.00000
0.42676 -0.14940 -0.30198 -304887980134617213743293586052069982208.00000
0.42675 -0.13039 -0.31338 -291548766680945205048894501509790695424.00000
0.43107 -0.14229 -0.30840 -298231435279565961071847065810758533120.00000
0.42593 -0.11855 -0.30780 -292893632414534536359695171900812558336.00000
0.43569 -0.11253 -0.30897 -296886650675615044367728091208741814272.00000
0.43129 -0.09060 -0.31200 -299539954935145548589248022727475855360.00000
0.44167 -0.10590 -0.31986 -302208876650070864596994393629700128768.00000
0.44152 -0.07535 -0.33178 -302213987817290984817941228337024204800.00000
0.45080 -0.08929 -0.33550 -299539975217555152240918446674727141376.00000
0.44398 -0.06575 -0.33559 -304882828402577886219005903450243334144.00000
0.45087 -0.05607 -0.32960 -302213987817290984817941228337024204800.00000
0.43208 -0.04044 -0.30429 -310220570420380499976146525518435450880.00000
0.43822 -0.03131 -0.29873 -302219200396559123297240182780604710912.00000
0.42785 -0.01086 -0.29168 -307551750117503202226752274352467607552.00000
0.43440 -0.01125 -0.28872 -307551750117503202226752274352467607552.00000
0.42900 0.00767 -0.29377 -307546537538235063747453319908887101440.00000
0.43717 -0.00200 -0.29447 -304882868967397093522346751344745906176.00000
0.43301 0.02678 -0.30348 -312884198426399262897912246188074074112.00000
0.43981 0.02709 -0.30048 -306217248695221336919538241006852898816.00000
0.43066 0.03600 -0.29853 -314218618719042713598444583744683638784.00000
0.43873 0.04652 -0.29939 -307551668987864787620070578563462463488.00000
0.42723 0.05410 -0.29227 -310215357841112361496847571074854944768.00000
0.42426 0.06250 -0.28651 -304872443808860816563748842457584893952.00000
0.42918 0.07243 -0.28169 -303548387827524831866803141946382483456.00000
0.42750 0.08122 -0.27952 -302213947252471777514600380442521632768.00000
0.42281 0.10002 -0.29034 -296881417813937302236758712817910022144.00000
0.43125 0.09292 -0.28991 -299550278681633807289493811878380437504.00000
0.42551 0.12219 -0.30208 -292893693261763347314706443742566416384.00000
0.44119 0.12001 -0.31737 -295552149253333179060514057863127105536.00000
0.42767 0.14564 -0.31385 -295546997521293851536226375261300457472.00000
0.43962 0.14131 -0.31972 -296886589828386233412716819366987956224.00000
0.42427 0.15359 -0.30903 -295562614976688663322452814644790689792.00000
0.42872 0.16568 -0.30472 -296902187001371441547272834803226902528.00000
0.42479 0.17304 -0.29924 -298241840155692634378774550750668259328.00000
0.44423 -0.18535 -0.31302 -298215736694532734678938930638263156736.00000
0.43277 -0.16380 -0.30156 -299539833240687926679225479043968139264.00000
0.44355 -0.15916 -0.30294 -296876164669849956454118910479826944000.00000
0.43706 -0.14445 -0.30340 -288874733798799768820201295900242345984.00000
0.44774 -0.13902 -0.30458 -290214386953120961651703011847683702784.00000
0.44980 -0.12041 -0.32165 -294223002387186677794291946591851905024.00000
0.45654 -0.12245 -0.31672 -299555511543311549420463190269212229632.00000
0.45368 -0.11153 -0.32720 -298200382910462770364428002569039642624.00000
0.46453 -0.10411 -0.32771 -299529570341428478933990961734817415168.00000
0.46078 -0.09258 -0.33732 -302208876650070864596994393629700128768.00000
0.47151 -0.08416 -0.33732 -310205054377033706448272205871201648640.00000
0.46362 -0.05932 -0.33737 -302208836085251657293653545735197556736.00000
0.47457 -0.07364 -0.34155 -312873955809549418804348152826174636032.00000
0.46304 -0.04783 -0.33466 -304888142393894042956656977630080270336.00000
0.46218 -0.03644 -0.33161 -298215939518628771195643170110776016896.00000
0.45590 -0.02421 -0.31741 -302219240961378330600581030675107282944.00000
0.45704 -0.01326 -0.30041 -299560764687398895203102992607295307776.00000
0.45553 -0.00280 -0.29699 -294228194684045212621920477088181125120.00000
0.45607 0.00743 -0.29790 -298226263265117029895888959261680599040.00000
0.44898 0.02765 -0.30193 -299550258399224203637823387931129151488.00000
0.45867 0.01781 -0.30314 -302224392693417658124868713276933931008.00000
0.45478 0.04926 -0.31548 -303553600406792970346102096389962989568.00000
0.46051 0.03900 -0.30764 -298231435279565961071847065810758533120.00000
0.45856 0.05980 -0.30549 -296881438096346905888429136765161308160.00000
0.45472 0.06919 -0.29898 -290204002359403891996445950855025262592.00000
0.43960 0.07521 -0.28696 -299545045819956065158524433487548645376.00000
0.45298 0.07908 -0.29689 -286216318372049144377734529674184228864.00000
0.45086 0.11252 -0.31705 -295552128970923575408843633915875819520.00000
0.45814 0.10316 -0.31105 -300879547242237930465738466833163354112.00000
0.45482 0.13826 -0.33119 -291559212121891085659162834344202993664.00000
0.46267 0.12889 -0.32519 -292862498915792931045594412870088523776.00000
0.45126 0.14748 -0.32648 -294217688395870521056640872412014968832.00000
0.45684 0.16088 -0.32223 -296860628344093559274574166885341855744.00000
0.44998 0.16708 -0.31115 -298195109483965820930117776283705278464.00000
0.44563 0.17514 -0.30550 -300863970351662325982852875344175693824.00000
0.43058 0.17536 -0.29440 -302203542376345104207672895502611906560.00000
0.43416 0.18725 -0.28841 -299534661226238995503267372494890205184.00000
0.46658 -0.20685 -0.34148 -294222799563090641277587707119339044864.00000
0.47304 -0.20942 -0.33414 -299571027586658342948337509916446031872.00000
0.46232 -0.18788 -0.32782 -296886569545976629761046395419736670208.00000
0.47490 -0.18275 -0.32893 -295552128970923575408843633915875819520.00000
0.45690 -0.14364 -0.30489 -300879506677418723162397618938660782080.00000
0.46640 -0.14842 -0.30492 -299545066102365668810194857434799931392.00000
0.46633 -0.12669 -0.31742 -298215878671399960240631898269022158848.00000
0.47333 -0.12881 -0.31183 -295541784942025713056927420817719951360.00000
0.46770 -0.11548 -0.31726 -299534661226238995503267372494890205184.00000
0.47916 -0.10791 -0.31739 -304872403244041609260407994563082321920.00000
0.47564 -0.09610 -0.32778 -306206864101504267264281180014194458624.00000
0.48698 -0.08746 -0.32736 -303543154965847089735833763555550691328.00000
0.48243 -0.07513 -0.33681 -311549798416165415849050332578715795456.00000
0.49350 -0.06545 -0.33572 -307546436126187045489101200172630671360.00000
0.48155 -0.05088 -0.33197 -300874334662969791986439512389582848000.00000
0.48063 -0.03891 -0.32902 -299539954935145548589248022727475855360.00000
0.47647 -0.02654 -0.32019 -302208876650070864596994393629700128768.00000
0.48583 -0.01590 -0.31766 -306212137528001216698591406299528822784.00000
0.46339 0.00739 -0.29413 -292883288385636674007778958802656690176.00000
0.47883 0.00722 -0.30446 -302213926970062173862929956495270346752.00000
0.46851 0.02883 -0.30418 -299560683557760480596421296818290163712.00000
0.47906 0.01834 -0.30493 -307525646656343302526916654240062504960.00000
0.47835 0.04053 -0.30446 -295572979287996129326039451690197843968.00000
0.48019 0.05211 -0.30854 -292914563861245504883572685464139726848.00000
0.46851 0.06143 -0.30644 -292888521247314416138748337193488482304.00000
0.47887 0.06313 -0.30712 -292904138702709227924974776576978714624.00000
0.47066 0.09592 -0.31500 -288874794646028579775212567741996204032.00000
0.48072 0.08677 -0.31317 -295536633209986385532639738215893303296.00000
0.47050 0.11924 -0.31892 -294207364649382262356395083261110386688.00000
0.48119 0.11075 -0.31773 -291543716360953895782958938644220477440.00000
0.47202 0.14458 -0.32724 -299534701791058202806608220389392777216.00000
0.47941 0.14679 -0.32184 -295531380065899039749999935877810225152.00000
0.46370 0.16323 -0.31694 -294191808041216261525179915719374012416.00000
0.47513 0.15642 -0.31675 -292857347183753603521306730268261875712.00000
0.45921 0.17189 -0.31135 -295526268898678919529053101170486149120.00000
0.46589 0.17431 -0.30565 -280847442855504925306493148575268077568.00000
0.44476 0.19510 -0.29314 -292867650647832258569882095471915171840.00000
0.45589 0.19029 -0.29352 -295526228333859712225712253275983577088.00000
0.44790 0.20730 -0.28576 -294207283519743847749713387472105242624.00000
0.48751 -0.22089 -0.34176 -298226222700297822592548111367178027008.00000
0.49419 -0.22351 -0.33345 -303543154965847089735833763555550691328.00000
0.48645 -0.20458 -0.33513 -300879486395009119510727194991409496064.00000
0.50043 -0.19919 -0.33581 -298210625527312614457992095930939080704.00000
0.47718 -0.16734 -0.30980 -299545045819956065158524433487548645376.00000
0.49006 -0.16139 -0.31023 -300879506677418723162397618938660782080.00000
0.49239 -0.14971 -0.31102 -302213947252471777514600380442521632768.00000
0.49444 -0.13786 -0.31153 -299545066102365668810194857434799931392.00000
0.48530 -0.12160 -0.31196 -303532851501768434687258398351897395200.00000
0.49759 -0.11375 -0.31161 -304872423526451212912078418510333607936.00000
0.49090 -0.09971 -0.31703 -302203582941164311511013743397114478592.00000
0.50287 -0.09083 -0.31611 -300869101801292049855470133998751055872.00000
0.49851 -0.07815 -0.32638 -300874273815740981031428240547828989952.00000
0.50672 -0.07970 -0.32066 -296865780076132886798861849487168503808.00000
0.50960 -0.05527 -0.32245 -308849763484908098178873626593018773504.00000
0.50864 -0.04246 -0.31976 -308860168361034771485801111532928499712.00000
0.49561 -0.02848 -0.31636 -302203603223573915162684167344365764608.00000
0.50554 -0.01728 -0.31320 -300874354945379395638109936336834134016.00000
0.49199 -0.00451 -0.30911 -303548387827524831866803141946382483456.00000
0.50672 -0.00522 -0.31471 -298215858388990356588961474321770872832.00000
0.48972 0.03010 -0.30540 -296897014986922510371314728254148968448.00000
0.50098 0.03078 -0.30555 -290235216987783911917228405674754441216.00000
0.48812 0.05290 -0.30391 -296897055551741717674655576148651540480.00000
0.49724 0.04214 -0.29997 -302224352128598450821527865382431358976.00000
0.50087 0.06671 -0.30758 -307536152944517994092196258916228661248.00000
0.50538 0.08029 -0.31617 -295526268898678919529053101170486149120.00000
0.49796 0.09168 -0.32456 -298195150048785028233458624178207850496.00000
0.50674 0.10612 -0.32159 -292867752059880276828234215208171601920.00000
0.49530 0.11563 -0.32366 -294212638075879211790705309546444750848.00000
0.50303 0.13027 -0.31956 -284876685500137555197903237673994158080.00000
0.48687 0.14902 -0.31613 -296865861205771301405543545276173647872.00000
0.49888 0.14099 -0.31501 -287555930961551129905895397727123013632.00000
0.48552 0.16105 -0.31663 -298195109483965820930117776283705278464.00000
0.49292 0.16342 -0.31040 -294202172352523727528766552764781166592.00000
0.47561 0.17933 -0.30514 -288859298885091389899008672042013687808.00000
0.48003 0.19304 -0.29794 -282192288306684652965623395019038654464.00000
0.46491 0.19557 -0.29262 -291533331767236826127701877651562037248.00000
0.46826 0.20844 -0.28459 -290204022641813495648116374802276548608.00000
0.46510 0.21860 -0.28294 -288869602349170044947584037245666983936.00000
0.50170 -0.24310 -0.33099 -300884678691867654338355725487738716160.00000
0.51305 -0.25110 -0.32957 -298210625527312614457992095930939080704.00000
0.50880 -0.21856 -0.33395 -291538463216866550000319136306137399296.00000
0.52903 -0.21756 -0.34201 -294196898926026778094456326479446802432.00000
0.51496 -0.19319 -0.33612 -296876205234669163757459758374329516032.00000
0.52532 -0.18280 -0.32862 -295541784942025713056927420817719951360.00000
0.50734 -0.15772 -0.31665 -298210625527312614457992095930939080704.00000
0.52134 -0.15035 -0.31618 -299545106667184876113535705329302503424.00000
0.51133 -0.13267 -0.31734 -298200220651185941151064610991029354496.00000
0.52491 -0.12424 -0.31639 -300869101801292049855470133998751055872.00000
0.51467 -0.09420 -0.31583 -299534661226238995503267372494890205184.00000
0.52295 -0.09595 -0.30921 -300869101801292049855470133998751055872.00000
0.51501 -0.08126 -0.31458 -295531339501079832446659087983307653120.00000
0.52727 -0.07096 -0.31235 -304872423526451212912078418510333607936.00000
0.52191 -0.05749 -0.32243 -300874354945379395638109936336834134016.00000
0.53069 -0.05870 -0.31609 -304877717235357765998059068742919258112.00000
0.51758 -0.01821 -0.31313 -291559293251529500265844530133208137728.00000
0.52824 -0.03190 -0.31057 -292893774391401761921388139531571560448.00000
0.52324 0.00680 -0.32128 -288900816977550064868366492065396162560.00000
0.53533 -0.00653 -0.31993 -294254257580385905018415249306083655680.00000
0.51987 0.01948 -0.31614 -291569657562836966269431167178615291904.00000
0.53643 0.01996 -0.32142 -292904118420299624273304352629727428608.00000
0.51199 0.04369 -0.30478 -304898364728334283398550647044728422400.00000
0.52645 0.05804 -0.30833 -296902207283781045198943258750478188544.00000
0.51253 0.06861 -0.30729 -302208734673203639035301425998941126656.00000
0.52235 0.08287 -0.30441 -287561244952867286643546471906959949824.00000
0.51825 0.09595 -0.31884 -291538483499276153651989560253388685312.00000
0.52733 0.11108 -0.31484 -287556012091189544512577093516128157696.00000
0.51111 0.13231 -0.31332 -288879926095658303647829826396571566080.00000
0.52350 0.12293 -0.31100 -283552690366030381455968809004545605632.00000
0.50547 0.15577 -0.30927 -292872863227100397049181049915495677952.00000
0.51323 0.15807 -0.30240 -290204002359403891996445950855025262592.00000
0.50385 0.16826 -0.30948 -288869622631579648599254461192918269952.00000
0.50931 0.18313 -0.30210 -284855977159932226842400387530431135744.00000
0.49347 0.20160 -0.30223 -291528159752787894951743771102484103168.00000
0.50037 0.20419 -0.29471 -286195589749434212370561255583369920512.00000
0.48715 0.20982 -0.29534 -294202192634933331180436976712032452608.00000
0.49727 0.21574 -0.29339 -287535202338936197898722123636308705280.00000
0.48061 0.23169 -0.29224 -288869642913989252250924885140169555968.00000
0.48292 0.24474 -0.28217 -280873546316664825006328768687673180160.00000
0.51018 -0.25987 -0.30956 -296881316401889283978406593081653592064.00000
0.53137 -0.26189 -0.31716 -299550197551995392682812116089375293440.00000
0.53580 -0.24919 -0.31921 -299550197551995392682812116089375293440.00000
0.53824 -0.23876 -0.33936 -299529428364561253372297994104058413056.00000
0.55517 -0.23291 -0.33879 -296870952090581817974819956036246437888.00000
0.54819 -0.19711 -0.34246 -296886569545976629761046395419736670208.00000
0.55872 -0.21862 -0.33993 -292878055523958931876809580411824898048.00000
0.54062 -0.17554 -0.32798 -292883247820817466704438110908154118144.00000
0.54635 -0.16104 -0.31291 -298221010121029684113249156923597520896.00000
0.53747 -0.12871 -0.31516 -304877595540900144088036525059411542016.00000
0.54582 -0.13086 -0.30713 -300874273815740981031428240547828989952.00000
0.53446 -0.11297 -0.30866 -304877595540900144088036525059411542016.00000
0.54832 -0.10314 -0.30640 -308875745251610375968686703021916160000.00000
0.53590 -0.08594 -0.30701 -300869101801292049855470133998751055872.00000
0.54454 -0.08756 -0.29965 -302203542376345104207672895502611906560.00000
0.54266 -0.04712 -0.31263 -306206985795961889174303723697702174720.00000
0.55280 -0.06230 -0.30790 -294196939490845985397797174373949374464.00000
0.54312 -0.02017 -0.31181 -300890053530412622031018071509329510400.00000
0.55888 -0.03552 -0.31406 -295526268898678919529053101170486149120.00000
0.54958 0.00657 -0.32021 -295573121264863354887732419320956846080.00000
0.56260 -0.00769 -0.31794 -299539853523097530330895902991219425280.00000
0.54957 0.03403 -0.32054 -295567847838366405453422193035622481920.00000
0.56841 0.02083 -0.32546 -291554080672261361786545575689627631616.00000
0.54869 0.04769 -0.31983 -282228614102284793107352684546091909120.00000
0.55660 0.06215 -0.31143 -283552751213259192410980080846299463680.00000
0.53864 0.08645 -0.30869 -283568429515882815152217792071543554048.00000
0.55175 0.08902 -0.30713 -295567868120776009105092616982873767936.00000
0.53957 0.10041 -0.31139 -267549930035978024446485699581632839680.00000
0.54849 0.10200 -0.30416 -291554182084309380044897695425884061696.00000
0.53589 0.12665 -0.30968 -283547579198810261235021974297221529600.00000
0.54873 0.13050 -0.30790 -292867833189518691434915910997176745984.00000
0.52879 0.16523 -0.30641 -291533291202417618824361029757059465216.00000
0.54698 0.15886 -0.30989 -290198850627364564472158268253198614528.00000
0.52461 0.19147 -0.30605 -280863060310899737092719587958758309888.00000
0.54339 0.18673 -0.31025 -283547538633991053931681126402718957568.00000
0.52196 0.20430 -0.30535 -276870163744276850994709212334336770048.00000
0.53955 0.23095 -0.31465 -283547558916400657583351550349970243584.00000
0.51205 0.24129 -0.30149 -280878677766294548878946027342248542208.00000
0.53603 0.24418 -0.31340 -279544216908831890875072841891136405504.00000
