# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 688
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 688
DATA ascii
0.34980 -0.06736 -0.28505 -284855916312703415887389115688677277696.00000
0.35551 -0.06227 -0.28661 -291538584911324171910341679989645115392.00000
0.35238 -0.05473 -0.29105 -290193678612915633296200161704120680448.00000
0.35804 -0.04915 -0.29234 -283542427466770933710734291695394881536.00000
0.35456 -0.04149 -0.29619 -287561265235276890295216895854211235840.00000
0.36012 -0.03543 -0.29714 -284882060338682522890565583695584952320.00000
0.35535 -0.02727 -0.29598 -286216440066506766287757073357691944960.00000
0.36098 -0.02838 -0.29917 -284876827477004780759596205304753160192.00000
0.35475 -0.01271 -0.29060 -290214589777216998168407251320196562944.00000
0.36079 -0.00625 -0.29493 -292893916368268987483081107162330562560.00000
0.35039 0.00181 -0.26926 -283568470080702022455558639966046126080.00000
0.36015 0.00106 -0.29166 -287571771523451581860496500530377392128.00000
0.34984 0.02139 -0.26692 -280883930910381894661585829680331620352.00000
0.35948 0.01532 -0.28864 -290225014935753275127005160207357575168.00000
0.35100 0.03493 -0.27384 -287556133785647166422599637199635873792.00000
0.35926 0.02951 -0.28870 -288890554078290617123131974756245438464.00000
0.35310 0.04264 -0.28479 -287556133785647166422599637199635873792.00000
0.35890 0.05106 -0.29091 -288890533795881013471461550808994152448.00000
0.35120 0.06274 -0.28156 -278215130889914200563862002461615063040.00000
0.35560 0.06364 -0.28037 -283563237219024280324589261575214333952.00000
0.34939 0.07570 -0.27825 -278209837181007647477881352229029412864.00000
0.35369 0.07680 -0.27695 -283552751213259192410980080846299463680.00000
0.35258 0.08319 -0.27490 -287530050606896870374434441034482057216.00000
0.35136 0.08945 -0.27264 -291528180035197498603414195049735389184.00000
0.36451 -0.08085 -0.28942 -283552730930849588759309656899048177664.00000
0.35950 -0.07086 -0.28602 -283547538633991053931681126402718957568.00000
0.35998 -0.06344 -0.28496 -291538584911324171910341679989645115392.00000
0.36138 -0.05688 -0.28801 -292867833189518691434915910997176745984.00000
0.36739 -0.05115 -0.28921 -295531501760356661660022479561317941248.00000
0.36382 -0.04325 -0.29341 -288880189766983151119545337710838284288.00000
0.36973 -0.03701 -0.29426 -291554222649128587348238543320386633728.00000
0.36579 -0.02905 -0.29783 -287550921206379027943300682756055367680.00000
0.37154 -0.02233 -0.29825 -290224974370934067823664312312855003136.00000
0.36722 -0.01440 -0.30120 -291564607242845657003495604313045073920.00000
0.37223 -0.01484 -0.29984 -292899047817898711355698365816905924608.00000
0.36618 0.00815 -0.29543 -287576882690671702081443335237701468160.00000
0.37202 0.00050 -0.29775 -288911323265724756433646096741562318848.00000
0.36517 0.02279 -0.29179 -291554242931538190999908967267637919744.00000
0.37123 0.01565 -0.29459 -300895326956909571465328297794663874560.00000
0.36988 0.03045 -0.29041 -288885321216612874992162596365413646336.00000
0.36954 0.03786 -0.29000 -288885321216612874992162596365413646336.00000
0.37013 0.04565 -0.29347 -288890493231061806168120702914491580416.00000
0.36949 0.05303 -0.29249 -290219721226846722041024509974771924992.00000
0.36190 0.05829 -0.28444 -290230146385382998999622418861932937216.00000
0.36106 0.06521 -0.28301 -284908001540565593377037812229979766784.00000
0.36009 0.07203 -0.28134 -286226824660223835943014134350350385152.00000
0.36471 0.07309 -0.27988 -287561265235276890295216895854211235840.00000
0.35782 0.08528 -0.27729 -287545647779882078508990456470721003520.00000
0.35652 0.09170 -0.27493 -292867792624699484131575063102674173952.00000
0.35512 0.09796 -0.27236 -291533352049646429779372301598813323264.00000
0.37885 -0.10725 -0.31049 -287545627497472474857320032523469717504.00000
