# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 695
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 695
DATA ascii
0.34980 -0.06736 -0.28505 -286169587700322330929077755207221248000.00000
0.35410 -0.06858 -0.28343 -287514412869092454936537577703740538880.00000
0.35059 -0.05313 -0.28251 -291533331767236826127701877651562037248.00000
0.35611 -0.04769 -0.28378 -282223502935064672886405849838767833088.00000
0.35099 -0.03201 -0.27747 -284892343520351574287470524951986962432.00000
0.35624 -0.04044 -0.28210 -280904679815406430320429527718397214720.00000
0.35243 -0.01888 -0.28102 -292873005203967622610874017546254680064.00000
0.35803 -0.02698 -0.28628 -283557923227708123586938187395377397760.00000
0.35171 -0.00505 -0.27580 -292873066051196433565885289388008538112.00000
0.35839 -0.01283 -0.28537 -295547098933341869794578494997556887552.00000
0.34883 0.00199 -0.26212 -288890574360700220774802398703496724480.00000
0.35755 0.00827 -0.28024 -292893875803449780179740259267827990528.00000
0.34758 0.02102 -0.25657 -283552852625307210669332200582555893760.00000
0.35673 0.01514 -0.27681 -291559496075625536782548769605720997888.00000
0.34647 0.03334 -0.25297 -287556133785647166422599637199635873792.00000
0.35566 0.02862 -0.27315 -288885382063841685947173868207167504384.00000
0.35092 0.04851 -0.27623 -278220242057134320784808837168939139072.00000
0.35760 0.04321 -0.28371 -287550900923969424291630258808804081664.00000
0.35729 0.05747 -0.28570 -291559374381167914872526225922213281792.00000
0.35649 0.06428 -0.28432 -288890493231061806168120702914491580416.00000
0.35021 0.07647 -0.28216 -275540915466082331470134981326805139456.00000
0.35648 0.07171 -0.28671 -288890493231061806168120702914491580416.00000
0.35343 0.08405 -0.27877 -286221612080955697463715179906769879040.00000
0.35220 0.09038 -0.27647 -288864470899540321074966778591091621888.00000
0.36451 -0.08085 -0.28942 -286200782046292747198189786079699140608.00000
0.35998 -0.06344 -0.28496 -295526268898678919529053101170486149120.00000
0.36455 -0.06464 -0.28320 -294191828323625865176850339666625298432.00000
0.36035 -0.05604 -0.28372 -294202233199752538483777824606535024640.00000
0.36603 -0.05798 -0.28632 -295531481477947058008352055614066655232.00000
0.36278 -0.04258 -0.28907 -284902788961297454897738857786399260672.00000
0.36381 -0.03563 -0.29139 -287561265235276890295216895854211235840.00000
0.36549 -0.02138 -0.29525 -288895705810329944647419657358072086528.00000
0.37071 -0.02973 -0.29639 -290230146385382998999622418861932937216.00000
0.36558 -0.00654 -0.29374 -290230146385382998999622418861932937216.00000
0.37163 -0.00704 -0.29674 -291564586960436053351825180365793787904.00000
0.36389 0.00101 -0.28638 -290230146385382998999622418861932937216.00000
0.36896 0.00817 -0.28585 -290230146385382998999622418861932937216.00000
0.36220 0.02235 -0.27973 -295541906636483334966949964501227667456.00000
0.36800 0.01545 -0.28228 -295567928968004820060103888824627625984.00000
0.36171 0.03642 -0.27927 -290209316350720048734097025034862198784.00000
0.36675 0.02974 -0.27842 -287566477814545028774515850297791741952.00000
0.36320 0.04419 -0.28653 -292872984921558018959203593599003394048.00000
0.36842 0.05251 -0.28834 -290235318399831930175580525411010871296.00000
0.36202 0.06587 -0.28704 -291548969505041241565598740982303555584.00000
0.36765 0.05972 -0.28711 -296886731805253458974409786997746958336.00000
0.36092 0.08038 -0.28747 -283557943510117727238608611342628683776.00000
0.36559 0.08157 -0.28590 -288880088354935132861193217974581854208.00000
0.35875 0.08618 -0.28123 -290214528929988187213395979478442704896.00000
0.36288 0.09504 -0.28113 -294207425496611073311406355102864244736.00000
0.36137 0.10153 -0.27841 -292878197500826157438502548042583900160.00000
0.37036 -0.08352 -0.29186 -287545647779882078508990456470721003520.00000
