# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 694
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 694
DATA ascii
0.40688 0.05121 -0.29561 -310220570420380499976146525518435450880.00000
0.39755 0.06634 -0.29070 -300900417841720088034604708554736664576.00000
0.40193 0.07549 -0.28653 -300884780103915672596707845223995146240.00000
0.39931 0.08497 -0.29983 -295547038086113058839567223155803029504.00000
0.41360 0.10142 -0.32381 -298210666092131821761332943825441652736.00000
0.40504 0.11794 -0.32535 -299534762638287013761619492231146635264.00000
0.41289 0.12132 -0.32772 -299534701791058202806608220389392777216.00000
0.40268 0.12597 -0.32161 -294207425496611073311406355102864244736.00000
0.40586 0.13571 -0.31440 -276864910600189505212069409996253691904.00000
0.40306 0.14326 -0.31004 -288874875775666994381894263531001348096.00000
0.41633 -0.15065 -0.33444 -296886569545976629761046395419736670208.00000
0.41702 -0.12846 -0.32777 -295541744377206505753586572923217379328.00000
0.42302 -0.13053 -0.32362 -291538422652047342696978288411634827264.00000
0.42044 -0.12064 -0.33340 -298195109483965820930117776283705278464.00000
0.42663 -0.12266 -0.32937 -294197000338074796352808446215703232512.00000
0.42229 -0.10042 -0.33164 -282202591770763308014198760222691950592.00000
0.42864 -0.10222 -0.32795 -280857868014041202265091057462429089792.00000
0.42125 -0.07882 -0.32329 -291548827528174016003905773351544553472.00000
0.43012 -0.07143 -0.32392 -302213987817290984817941228337024204800.00000
0.42157 -0.05897 -0.31976 -302224352128598450821527865382431358976.00000
0.42804 -0.06018 -0.31668 -303548387827524831866803141946382483456.00000
0.42050 -0.02964 -0.31247 -303553681536431384952783792178968133632.00000
0.42699 -0.03037 -0.30970 -307556962696771340706051228796048113664.00000
0.42237 -0.01982 -0.29738 -303553661254021781301113368231716847616.00000
0.42329 -0.01074 -0.29897 -304888081546665232001645705788326412288.00000
0.41407 -0.00106 -0.29370 -312894724996983558114862274811491516416.00000
0.42071 0.00774 -0.29204 -307556901849542529751039956954294255616.00000
0.41453 0.02555 -0.29509 -306217268977630940571208664954104184832.00000
0.42088 0.01679 -0.29250 -307546517255825460095782895961635815424.00000
0.41422 0.03441 -0.29483 -307551709552683994923411426457965035520.00000
0.42046 0.03487 -0.29232 -308880937548468910796315233518245380096.00000
0.41028 0.05999 -0.28762 -304882808120168282567335479502992048128.00000
0.41734 0.05222 -0.28639 -312879046694359935373624563586247426048.00000
0.40909 0.06840 -0.28599 -296881438096346905888429136765161308160.00000
0.41504 0.06946 -0.28337 -303543154965847089735833763555550691328.00000
0.41620 0.09076 -0.30865 -300879547242237930465738466833163354112.00000
0.41986 0.10301 -0.32084 -300869142366111257158810981893253627904.00000
0.42156 0.11456 -0.32817 -302203582941164311511013743397114478592.00000
0.42799 0.11635 -0.32480 -296886589828386233412716819366987956224.00000
0.41836 0.13327 -0.32588 -292878197500826157438502548042583900160.00000
0.42458 0.13529 -0.32226 -294223063234415488749303218433605763072.00000
0.40923 0.15674 -0.31208 -291554182084309380044897695425884061696.00000
0.41831 0.15140 -0.31309 -295557463244649335798165132042964041728.00000
0.41535 0.17077 -0.31354 -294228214966454816273590901035432411136.00000
0.45462 -0.17965 -0.36946 -306217248695221336919538241006852898816.00000
0.43151 -0.13494 -0.32528 -292883268103227070356108534855405404160.00000
0.43777 -0.13709 -0.32058 -298221030403439287764919580870848806912.00000
0.43657 -0.11638 -0.33071 -294207466061430280614747202997366816768.00000
0.44314 -0.11838 -0.32631 -294217870937556953921674687937276542976.00000
0.44004 -0.10768 -0.33604 -300879668936695552375761010516671070208.00000
0.44681 -0.10959 -0.33175 -298226405241984255457581926892439601152.00000
0.43881 -0.08466 -0.32761 -296881458378756509540099560712412594176.00000
0.44849 -0.07684 -0.32797 -298221091250668098719930852712602664960.00000
0.43917 -0.06353 -0.32417 -300889911553545396469325103878570508288.00000
0.44837 -0.05510 -0.32398 -296886589828386233412716819366987956224.00000
0.43858 -0.04259 -0.31957 -307567306725669203057967441894203981824.00000
0.44792 -0.04433 -0.32153 -306222501839308682702178043344935976960.00000
0.43078 -0.02078 -0.29918 -303548468957163246473484837735387627520.00000
0.43849 -0.01181 -0.29779 -303548468957163246473484837735387627520.00000
0.42711 0.00770 -0.28936 -304882808120168282567335479502992048128.00000
0.43765 0.00759 -0.29534 -303553580124383366694431672442711703552.00000
0.42720 0.02614 -0.28992 -310220590702790103627816949465686736896.00000
0.43374 0.02644 -0.28703 -304893233278704559525933388390153060352.00000
0.42624 0.04449 -0.28896 -308875745251610375968686703021916160000.00000
0.43337 0.03582 -0.28673 -303553600406792970346102096389962989568.00000
0.42356 0.05301 -0.28367 -308875745251610375968686703021916160000.00000
0.42247 0.06185 -0.28228 -304877595540900144088036525059411542016.00000
0.42310 0.08084 -0.28691 -304877595540900144088036525059411542016.00000
0.43108 0.07323 -0.28595 -303543154965847089735833763555550691328.00000
0.44178 0.09869 -0.31382 -300879486395009119510727194991409496064.00000
0.44393 0.11077 -0.32104 -296876184952259560105789334427078230016.00000
0.43678 0.11974 -0.32665 -298221030403439287764919580870848806912.00000
0.44353 0.12161 -0.32276 -295552149253333179060514057863127105536.00000
0.43311 0.13920 -0.32388 -292893774391401761921388139531571560448.00000
0.42984 0.14763 -0.31924 -292893774391401761921388139531571560448.00000
0.42279 0.16340 -0.30919 -295562655541507870625793662539293261824.00000
0.43252 0.15794 -0.30997 -296897055551741717674655576148651540480.00000
0.42693 0.17545 -0.30447 -296897055551741717674655576148651540480.00000
0.46012 -0.20426 -0.34850 -300879486395009119510727194991409496064.00000
0.45938 -0.19408 -0.36343 -295536531797938367274287618479636873216.00000
0.47201 -0.18860 -0.36499 -288895543551053115434056265780061798400.00000
0.45369 -0.16081 -0.34122 -290209113526624012217392785562349338624.00000
0.44958 -0.14426 -0.32800 -294207303802153451401383811419356528640.00000
0.45255 -0.12252 -0.32772 -294212658358288815442375733493696036864.00000
0.45791 -0.13561 -0.32279 -299534762638287013761619492231146635264.00000
0.45368 -0.11153 -0.32720 -291554202366718983696568119373135347712.00000
0.46453 -0.10411 -0.32771 -296871073785039439884842499719754153984.00000
0.46107 -0.08111 -0.33569 -300900377276900880731263860660234092544.00000
0.46815 -0.09433 -0.33270 -306217309542450147874549512848606756864.00000
0.46110 -0.06967 -0.33374 -300900336712081673427923012765731520512.00000
0.47154 -0.07234 -0.33539 -314223912427949266684425233977269288960.00000
0.46492 -0.03714 -0.33741 -299539954935145548589248022727475855360.00000
0.47270 -0.03802 -0.33336 -296876266081897974712471030216083374080.00000
0.47148 -0.02640 -0.32996 -307551790682322409530093122246970179584.00000
0.46995 -0.01495 -0.32622 -300884800386325276248378269171246432256.00000
0.45067 -0.00273 -0.30532 -299555531825721153072133614216463515648.00000
0.45846 0.00740 -0.30267 -295562614976688663322452814644790689792.00000
0.44675 0.02742 -0.29725 -296897014986922510371314728254148968448.00000
0.45628 0.01771 -0.29838 -299560683557760480596421296818290163712.00000
0.44781 0.04770 -0.30077 -303558792703651505173730626886292209664.00000
0.45571 0.03823 -0.29803 -296897014986922510371314728254148968448.00000
0.44902 0.05823 -0.30431 -300879506677418723162397618938660782080.00000
0.46357 0.06120 -0.31556 -295557361832601317539813012306707611648.00000
0.44409 0.08735 -0.29823 -298205392665634872327022717540107288576.00000
0.46278 0.08299 -0.31675 -290198830344954960820487844305947328512.00000
0.45334 0.11401 -0.32243 -296876184952259560105789334427078230016.00000
0.46332 0.10587 -0.32166 -296876347211536389319152726005088518144.00000
0.45221 0.13635 -0.32544 -291548888375402826958917045193298411520.00000
0.46267 0.12889 -0.32519 -294207384931791866008065507208361672704.00000
0.44871 0.14543 -0.32082 -290224852676476445913641768629347287040.00000
0.45815 0.14970 -0.32166 -288890452666242598864779855019989008384.00000
0.43702 0.17033 -0.30524 -295567726143908783543399649352114765824.00000
0.44816 0.17766 -0.31100 -299545045819956065158524433487548645376.00000
0.43281 0.17781 -0.29956 -296886528981157422457705547525234098176.00000
0.43648 0.18991 -0.29355 -295541724094796902101916148975966093312.00000
0.46938 -0.20525 -0.32678 -300889870988726189165984255984067936256.00000
0.46924 -0.19538 -0.34229 -299545045819956065158524433487548645376.00000
0.47589 -0.19796 -0.33519 -299529387799742046068957146209555841024.00000
0.46917 -0.15429 -0.32975 -294233366698494143797878583637259059200.00000
0.48468 -0.17798 -0.34393 -295541825506844920360268268712222523392.00000
0.46780 -0.14028 -0.32351 -296881438096346905888429136765161308160.00000
0.47476 -0.14252 -0.31763 -290204022641813495648116374802276548608.00000
0.47073 -0.11751 -0.32326 -298210706656951029064673791719944224768.00000
0.48238 -0.10981 -0.32338 -300879526959828326814068042885912068096.00000
0.47564 -0.09610 -0.32778 -299545106667184876113535705329302503424.00000
0.48698 -0.08746 -0.32736 -302213926970062173862929956495270346752.00000
0.48243 -0.07513 -0.33681 -310220590702790103627816949465686736896.00000
0.49042 -0.07663 -0.33175 -306217248695221336919538241006852898816.00000
0.48369 -0.03965 -0.33487 -296876225517078767409130182321580802048.00000
0.49286 -0.05295 -0.33312 -308865380940302909965100065976509005824.00000
0.48238 -0.02763 -0.33143 -303548428392344039170143989840885055488.00000
0.49201 -0.01668 -0.32881 -304888081546665232001645705788326412288.00000
0.47594 -0.00397 -0.31810 -296891842972473579195356621705071034368.00000
0.48750 0.00710 -0.32007 -299550319246453014592834659772883009536.00000
0.46610 0.01796 -0.29932 -300889911553545396469325103878570508288.00000
0.48170 0.02973 -0.30998 -302219159831739915993899334886102138880.00000
0.47240 0.05133 -0.31286 -295567786991137594498410921193868623872.00000
0.48114 0.04096 -0.30950 -296891802407654371892015773810568462336.00000
0.47224 0.07371 -0.31481 -284887070093854624853160298666652598272.00000
0.48284 0.07582 -0.31557 -290235257552603119220569253569257013248.00000
0.47581 0.08649 -0.32319 -283552690366030381455968809004545605632.00000
0.48365 0.08789 -0.31852 -290230105820563791696281570967430365184.00000
0.47050 0.11924 -0.31892 -294191828323625865176850339666625298432.00000
0.48119 0.11075 -0.31773 -290193739460144444251211433545874538496.00000
0.46716 0.12913 -0.31486 -296855436047235024446945636389012635648.00000
0.47346 0.14271 -0.31064 -292862539480612138348935260764591095808.00000
0.46370 0.16323 -0.31694 -295526208051450108574041829328732291072.00000
0.47513 0.15642 -0.31675 -290198870909774168123828692200449900544.00000
0.45921 0.17189 -0.31135 -298189856339878475147477973945622200320.00000
0.46589 0.17431 -0.30565 -288848812879326301985399491313098817536.00000
0.44476 0.19510 -0.29314 -292846901742807722911038397433849577472.00000
0.45589 0.19029 -0.29352 -296855476612054231750286484283515207680.00000
0.47624 -0.22323 -0.32502 -299555450696082738465451918427458371584.00000
0.48651 -0.23045 -0.32424 -304887939569798006439952738157567410176.00000
0.48645 -0.20458 -0.33513 -299555410131263531162111070532955799552.00000
0.50043 -0.19919 -0.33581 -298210605244903010806321671983687794688.00000
0.49185 -0.18054 -0.33685 -299545005255136857855183585593046073344.00000
0.49904 -0.18309 -0.32942 -296870931808172214323149532088995151872.00000
0.48178 -0.14478 -0.31144 -303522324931184139470308369728479952896.00000
0.49444 -0.13786 -0.31153 -304851532644559451691541752841509011456.00000
0.48867 -0.12376 -0.31797 -300879506677418723162397618938660782080.00000
0.50116 -0.11578 -0.31761 -300889911553545396469325103878570508288.00000
0.49430 -0.10147 -0.32300 -300879486395009119510727194991409496064.00000
0.50646 -0.09246 -0.32207 -298221030403439287764919580870848806912.00000
0.49851 -0.07815 -0.32638 -299550217834404996334482540036626579456.00000
0.51018 -0.06817 -0.32476 -296886589828386233412716819366987956224.00000
0.50361 -0.04231 -0.33101 -306191287210928662781395588525206798336.00000
0.51219 -0.04327 -0.32555 -306212157810410820350261830246780108800.00000
0.50040 -0.01718 -0.32393 -304877676670538558694718220848416686080.00000
0.51076 -0.03039 -0.32232 -303543276660304711645856307239058407424.00000
0.49893 0.00700 -0.32081 -302208775238022846338642273893443698688.00000
0.50743 0.00695 -0.31569 -290219700944437118389354086027520638976.00000
0.49598 0.01887 -0.31584 -298205412948044475978693141487358574592.00000
0.51109 0.01930 -0.32169 -284887151223493039459841994455657742336.00000
0.49413 0.05414 -0.31423 -298221030403439287764919580870848806912.00000
0.50567 0.05563 -0.31445 -302208714390794035383631002051689840640.00000
0.49267 0.06568 -0.31271 -299555470978492342117122342374709657600.00000
0.50209 0.07926 -0.31077 -302187945203359896073116880066372960256.00000
0.49473 0.09047 -0.31897 -298215919236219167543972746163524730880.00000
0.50291 0.09193 -0.31357 -292862498915792931045594412870088523776.00000
0.48894 0.11251 -0.31252 -292862620610250552955616956553596239872.00000
0.49636 0.12668 -0.30839 -284887049811445021201489874719401312256.00000
0.48178 0.13316 -0.30443 -290209235221081634127415329245857054720.00000
0.49116 0.14913 -0.30458 -292872842944690793397510625968244391936.00000
0.48236 0.15873 -0.31095 -294212556946240797184023613757439606784.00000
0.48781 0.17287 -0.30471 -291533352049646429779372301598813323264.00000
0.47561 0.17933 -0.30514 -287530010042077663071093593139979485184.00000
0.48247 0.18179 -0.29872 -280857827449221994961750209567926517760.00000
0.46782 0.19850 -0.29807 -291533291202417618824361029757059465216.00000
0.47422 0.20102 -0.29137 -288869602349170044947584037245666983936.00000
0.46811 0.22199 -0.28841 -290193617765686822341188889862366822400.00000
0.50644 -0.24851 -0.33920 -298226121288249804334195991630921596928.00000
0.51305 -0.25110 -0.32957 -296881316401889283978406593081653592064.00000
0.51667 -0.21030 -0.34295 -296870952090581817974819956036246437888.00000
0.52903 -0.21756 -0.34201 -294191666064349035963486948088615010304.00000
0.51496 -0.19319 -0.33612 -296870952090581817974819956036246437888.00000
0.53004 -0.18651 -0.33598 -299534661226238995503267372494890205184.00000
0.50340 -0.15482 -0.31025 -295536511515528763622617194532385587200.00000
0.50182 -0.14008 -0.30476 -302193096935399223597404562668199608320.00000
0.50747 -0.13029 -0.31115 -299534661226238995503267372494890205184.00000
0.51518 -0.13245 -0.30410 -299534661226238995503267372494890205184.00000
0.51393 -0.10710 -0.31669 -300879506677418723162397618938660782080.00000
0.52692 -0.09769 -0.31515 -299534661226238995503267372494890205184.00000
0.51879 -0.08273 -0.32050 -290203982076994288344775526907773976576.00000
0.53124 -0.07226 -0.31823 -300869101801292049855470133998751055872.00000
0.52191 -0.05749 -0.32243 -304867312359231092691131583803009531904.00000
0.53362 -0.04610 -0.31932 -298205514360092494237045261223615004672.00000
0.52120 -0.01864 -0.31872 -292878156936006950135161700148081328128.00000
0.53209 -0.03254 -0.31621 -290198870909774168123828692200449900544.00000
0.51884 -0.00574 -0.31467 -290209275785900841430756177140359626752.00000
0.51960 0.00684 -0.31567 -288890432383832995213109431072737722368.00000
0.52326 0.03245 -0.32166 -298236627576424495899475596307087753216.00000
0.53643 0.01996 -0.32142 -295552128970923575408843633915875819520.00000
0.51890 0.04470 -0.31546 -303558711574013090567048931097287065600.00000
0.53400 0.05952 -0.31942 -300879486395009119510727194991409496064.00000
0.51733 0.08265 -0.31596 -300858676642755772896872225111590043648.00000
0.52465 0.07057 -0.30663 -299539934652735944937577598780224569344.00000
0.51825 0.09595 -0.31884 -292878075806368535528480004359076184064.00000
0.52689 0.09748 -0.31253 -283537113475454776973083217515557945344.00000
0.51155 0.11934 -0.31189 -286221530951317282857033484117764734976.00000
0.51925 0.13436 -0.30672 -286190336605346866587921453245286842368.00000
0.50200 0.15353 -0.30369 -290203961794584684693105102960522690560.00000
0.50964 0.15580 -0.29693 -287535100926888179640370003900052275200.00000
0.49698 0.16340 -0.29833 -290198850627364564472158268253198614528.00000
0.50217 0.17774 -0.29102 -282192268024275049313952971071787368448.00000
0.49266 0.18702 -0.29743 -280857827449221994961750209567926517760.00000
0.49966 0.18952 -0.29022 -282192268024275049313952971071787368448.00000
0.48715 0.20982 -0.29534 -291538463216866550000319136306137399296.00000
0.49036 0.22345 -0.28611 -287530010042077663071093593139979485184.00000
0.48675 0.23423 -0.28424 -286200782046292747198189786079699140608.00000
0.48292 0.24474 -0.28217 -280868232325348668268677694507836243968.00000
0.51521 -0.26577 -0.31750 -294233265286446125539526463901002629120.00000
0.53236 -0.28081 -0.32337 -292898824711393071187323702397141778432.00000
0.52480 -0.25938 -0.32773 -298215756976942338330609354585514442752.00000
0.53697 -0.26795 -0.32543 -298215756976942338330609354585514442752.00000
0.54744 -0.23010 -0.34903 -292867630365422654918211671524663885824.00000
0.55517 -0.23291 -0.33879 -295536511515528763622617194532385587200.00000
0.54819 -0.19711 -0.34246 -296870952090581817974819956036246437888.00000
0.55872 -0.21862 -0.33993 -295536511515528763622617194532385587200.00000
0.55920 -0.18547 -0.33365 -295536511515528763622617194532385587200.00000
0.53698 -0.15502 -0.30002 -300874273815740981031428240547828989952.00000
0.52888 -0.12408 -0.30286 -303537982951398158559875657006472757248.00000
0.54131 -0.12847 -0.30102 -299539873805507133982566326938470711296.00000
0.53540 -0.09949 -0.30803 -302203542376345104207672895502611906560.00000
0.54284 -0.11494 -0.30096 -306206864101504267264281180014194458624.00000
0.54008 -0.08751 -0.31290 -299534661226238995503267372494890205184.00000
0.54886 -0.08916 -0.30543 -303537982951398158559875657006472757248.00000
0.54266 -0.04712 -0.31263 -300874395510198602941450784231336706048.00000
0.55177 -0.04814 -0.30550 -294186575179538519394210537328542220288.00000
0.54523 -0.03400 -0.31536 -306212157810410820350261830246780108800.00000
0.55449 -0.03480 -0.30827 -296860608061683955622903742938090569728.00000
0.54542 0.00662 -0.31444 -295557442962239732146494708095712755712.00000
0.55817 -0.00741 -0.31211 -300879506677418723162397618938660782080.00000
0.54957 0.03403 -0.32054 -299545106667184876113535705329302503424.00000
0.55939 0.02049 -0.31361 -294207344366972658704724659313859100672.00000
0.54723 0.06121 -0.31855 -294212638075879211790705309546444750848.00000
0.55814 0.04838 -0.31274 -278220181209905509829797565327185281024.00000
0.54116 0.07356 -0.31104 -290204205183499928513150190327538122752.00000
0.55175 0.08902 -0.30713 -294233488392951765707901127320766775296.00000
0.53561 0.09903 -0.30583 -270198021716240390188706676656786374656.00000
0.54471 0.11460 -0.30069 -294202273764571745787118672501037596672.00000
0.53194 0.12485 -0.30407 -286206075755199300284170436312284790784.00000
0.54452 0.12861 -0.30223 -294191848606035468828520763613876584448.00000
0.52636 0.14965 -0.30040 -296860729756141577532926286621598285824.00000
0.53685 0.16762 -0.29852 -288874875775666994381894263531001348096.00000
0.51674 0.18564 -0.29448 -279528660300665890043857674349400031232.00000
0.53066 0.17819 -0.29266 -284866382036058900149327872470340861952.00000
0.51103 0.21002 -0.29247 -271537573458513564761856272867971301376.00000
0.52526 0.20367 -0.29106 -284887212070721850414853266297411600384.00000
