# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 709
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 709
DATA ascii
0.35495 -0.06493 -0.30645 -292857387748572810824647578162764447744.00000
0.35913 -0.07392 -0.30632 -288874835210847787078553415636498776064.00000
0.35524 -0.05729 -0.30469 -291528139470378291300073347155232817152.00000
0.35987 -0.05840 -0.30317 -290209336633129652385767448982113484800.00000
0.35649 -0.04283 -0.30528 -290214528929988187213395979478442704896.00000
0.36220 -0.03661 -0.30623 -287540496047842750984702773868894355456.00000
0.35828 -0.02871 -0.30957 -288869703761218063205936156981923414016.00000
0.36308 -0.02938 -0.30830 -290204164618680721209809342433035550720.00000
0.35802 -0.00637 -0.30482 -291554202366718983696568119373135347712.00000
0.36282 -0.00666 -0.30370 -295557503809468543101505979937466613760.00000
0.35835 0.00088 -0.30578 -284908021822975197028708236177231052800.00000
0.36317 0.00072 -0.30467 -287576902973081305733113759184952754176.00000
0.35666 0.02250 -0.29822 -284871655462555849583638098755675226112.00000
0.36243 0.01552 -0.30135 -292893916368268987483081107162330562560.00000
0.35618 0.03675 -0.29775 -291538666040962586517023375778650259456.00000
0.36119 0.02999 -0.29705 -294207526908659091569758474839120674816.00000
0.35709 0.05186 -0.30495 -279549530900148047612723916070973341696.00000
0.36185 0.05259 -0.30377 -290224994653343671475334736260106289152.00000
0.35641 0.05898 -0.30377 -272892904915458380334595700040656748544.00000
0.36130 0.06769 -0.30554 -291543797490592310389640634433225621504.00000
0.35564 0.07373 -0.30512 -278220201492315113481467989274436567040.00000
0.35461 0.08063 -0.30319 -278209776333778836522870080387275554816.00000
0.35133 0.09300 -0.29427 -290193617765686822341188889862366822400.00000
0.35802 0.08868 -0.29955 -291533372332056033431042725546064609280.00000
0.36325 -0.08315 -0.30569 -290198891192183771775499116147701186560.00000
0.36800 -0.08461 -0.30360 -287524858310038335546805910538152837120.00000
0.36269 -0.07411 -0.29968 -291543756925773103086299786538723049472.00000
0.36427 -0.06738 -0.30309 -295547078650932266142908071050305601536.00000
0.36460 -0.05952 -0.30153 -292878217783235761090172971989835186176.00000
0.36943 -0.06068 -0.29978 -294212638075879211790705309546444750848.00000
0.36600 -0.04463 -0.30243 -288885341499022478643833020312664932352.00000
0.36707 -0.03741 -0.30481 -292873066051196433565885289388008538112.00000
0.36916 -0.03059 -0.31167 -291538584911324171910341679989645115392.00000
0.37514 -0.02360 -0.31209 -295547098933341869794578494997556887552.00000
0.36948 -0.01503 -0.31037 -292888622659362434397100456929744912384.00000
0.37585 -0.01581 -0.31372 -295557503809468543101505979937466613760.00000
0.36923 0.00043 -0.30801 -291564546395616846048484332471291215872.00000
0.37583 0.00802 -0.31206 -292898986970669900400687093975152066560.00000
0.36837 0.02327 -0.30475 -296876347211536389319152726005088518144.00000
0.37470 0.01586 -0.30784 -300905650703397830165574086945568456704.00000
0.36675 0.03805 -0.29977 -291538625476143379213682527884147687424.00000
0.37289 0.03890 -0.30285 -292873025486377226262544441493505966080.00000
0.36734 0.04590 -0.30347 -290219761791665929344365357869274497024.00000
0.37406 0.05522 -0.31015 -291564546395616846048484332471291215872.00000
0.36816 0.06198 -0.31027 -299550400376091429199516355561888153600.00000
0.36724 0.06943 -0.30870 -294212638075879211790705309546444750848.00000
0.36502 0.08395 -0.30477 -286211207204829024156787694966860152832.00000
0.37116 0.07790 -0.30528 -291559374381167914872526225922213281792.00000
0.36268 0.08999 -0.29797 -290214528929988187213395979478442704896.00000
0.36130 0.09680 -0.29544 -288880088354935132861193217974581854208.00000
0.35882 0.10229 -0.28841 -286216419784097162636086649410440658944.00000
