# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
0.38272 -0.10205 -0.32059 -294217850655147350270004263990025256960.00000
0.38349 -0.09331 -0.31957 -291554141519490172741556847531381489664.00000
0.37746 -0.08175 -0.31543 -291533352049646429779372301598813323264.00000
0.37658 -0.07213 -0.30895 -294191828323625865176850339666625298432.00000
0.37694 -0.06380 -0.30742 -295526268898678919529053101170486149120.00000
0.38375 -0.05752 -0.30856 -292867752059880276828234215208171601920.00000
0.38122 -0.04961 -0.31844 -291548969505041241565598740982303555584.00000
0.39104 -0.04413 -0.32965 -294228214966454816273590901035432411136.00000
0.38801 -0.03560 -0.33946 -294228214966454816273590901035432411136.00000
0.39488 -0.02778 -0.33971 -292893774391401761921388139531571560448.00000
0.39044 -0.00981 -0.34476 -294228235248864419925261324982683697152.00000
0.39741 -0.01944 -0.34720 -291559333816348707569185378027710709760.00000
0.38666 0.00788 -0.33036 -286216440066506766287757073357691944960.00000
0.39691 -0.00124 -0.34412 -292893774391401761921388139531571560448.00000
0.38259 0.01612 -0.31579 -272872074880795430069070306213586010112.00000
0.38809 0.02455 -0.31432 -275540915466082331470134981326805139456.00000
0.37846 0.03160 -0.30188 -288895726092739548299090081305323372544.00000
0.38470 0.04033 -0.30431 -296902349260648270760636226381237190656.00000
0.37684 0.05488 -0.29959 -287576882690671702081443335237701468160.00000
0.38412 0.04833 -0.30350 -292909412129206177359285002862313078784.00000
0.37500 0.06998 -0.29663 -290230146385382998999622418861932937216.00000
0.38120 0.06342 -0.29657 -292898986970669900400687093975152066560.00000
0.37387 0.07736 -0.29473 -288895705810329944647419657358072086528.00000
0.37894 0.07852 -0.29294 -288890452666242598864779855019989008384.00000
0.37119 0.09167 -0.29016 -292878197500826157438502548042583900160.00000
0.36966 0.09858 -0.28751 -294212638075879211790705309546444750848.00000
0.36733 0.11310 -0.28570 -294207445779020676963076779050115530752.00000
0.37204 0.11475 -0.28350 -296871073785039439884842499719754153984.00000
0.38867 -0.11446 -0.32415 -288874875775666994381894263531001348096.00000
0.38883 -0.09494 -0.31692 -299539995499964755892588870621978427392.00000
0.39338 -0.10554 -0.31483 -288874855493257390730223839583750062080.00000
0.38702 -0.07486 -0.30445 -298205514360092494237045261223615004672.00000
0.39500 -0.08766 -0.31316 -296881519225985320495110832554166452224.00000
0.39440 -0.06865 -0.30565 -300879587807057137769079314727665926144.00000
0.39625 -0.06081 -0.30905 -303548428392344039170143989840885055488.00000
0.39223 -0.05169 -0.31441 -298215898953809563892302322216273444864.00000
0.39943 -0.04452 -0.31499 -303558894115699523432082746622548639744.00000
0.39812 -0.03657 -0.33007 -296897075834151321326326000095902826496.00000
0.40531 -0.02860 -0.33012 -292888622659362434397100456929744912384.00000
0.39917 -0.00997 -0.33021 -296897055551741717674655576148651540480.00000
0.40806 -0.02008 -0.33747 -291554182084309380044897695425884061696.00000
0.39968 -0.00113 -0.33135 -300900377276900880731263860660234092544.00000
0.40582 -0.00133 -0.32936 -298231577256433186633540033441517535232.00000
0.39690 0.01652 -0.32226 -298226405241984255457581926892439601152.00000
0.40282 0.02549 -0.32044 -300905589856169019210562815103814598656.00000
0.39207 0.03297 -0.30769 -299571230410754379465041749388958892032.00000
0.39888 0.04226 -0.30991 -302234878699182746038477894005848801280.00000
0.39101 0.04953 -0.30629 -299581594722061845468628386434366046208.00000
0.38747 0.05650 -0.29619 -292914604426064712186913533358642298880.00000
0.38541 0.07211 -0.29303 -284892363802761177939140948899238248448.00000
0.39197 0.06534 -0.29280 -294238680689810300535529657817095995392.00000
0.38271 0.08717 -0.28872 -287550840076740613336618986967050223616.00000
0.38945 0.08094 -0.28894 -291554161801899776393227271478632775680.00000
0.38241 0.09551 -0.29041 -292878156936006950135161700148081328128.00000
0.38761 0.09696 -0.28817 -295547038086113058839567223155803029504.00000
0.37882 0.10966 -0.28447 -294207364649382262356395083261110386688.00000
0.38512 0.11257 -0.28630 -299550319246453014592834659772883009536.00000
0.38471 0.13073 -0.29222 -295547078650932266142908071050305601536.00000
0.39954 -0.11824 -0.31763 -300879547242237930465738466833163354112.00000
0.40572 -0.13154 -0.31998 -300874314380560188334769088442331561984.00000
0.39885 -0.10733 -0.31168 -295536612927576781880969314268642017280.00000
0.40729 -0.10165 -0.31326 -292883410080094295917801502486164406272.00000
0.39889 -0.08784 -0.30516 -300884840951144483551719117065749004288.00000
0.40697 -0.08167 -0.30639 -295562655541507870625793662539293261824.00000
0.40001 -0.06998 -0.30308 -296881478661166113191769984659663880192.00000
0.40196 -0.06203 -0.30657 -300884759821506068945037421276743860224.00000
0.40708 -0.04626 -0.31773 -299560744404989291551432568660044021760.00000
0.41334 -0.05682 -0.31735 -298226303829936237199229807156183171072.00000
0.41154 -0.02930 -0.32784 -296897096116560924977996424043154112512.00000
0.41792 -0.03002 -0.32538 -299565956984257430030731523103624527872.00000
0.40974 -0.01043 -0.32086 -302229645837505003907508515615017009152.00000
0.41900 -0.02076 -0.32735 -303553681536431384952783792178968133632.00000
0.40857 -0.00123 -0.31701 -300895225544861553206976178058407444480.00000
0.41521 0.00771 -0.31557 -312884340403266488459605213818833076224.00000
0.41080 0.01685 -0.32330 -306232926997844959660775952232096989184.00000
0.41526 0.02607 -0.31611 -310220631267609310931157797360189308928.00000
0.40697 0.03445 -0.31320 -304898486422791905308573190728236138496.00000
0.40646 0.04329 -0.31259 -303564066130148454608040853171626573824.00000
0.40412 0.05151 -0.30691 -306232967562664166964116800126599561216.00000
0.40164 0.05944 -0.30104 -302224473823056072731550409065939075072.00000
0.39630 0.07434 -0.28886 -296897096116560924977996424043154112512.00000
0.40325 0.06736 -0.28843 -296891802407654371892015773810568462336.00000
0.39488 0.08219 -0.28671 -296897096116560924977996424043154112512.00000
0.39470 0.09086 -0.28851 -296897096116560924977996424043154112512.00000
0.39383 0.10826 -0.29136 -294223063234415488749303218433605763072.00000
0.40137 0.10226 -0.29182 -291564566678026449700154756418542501888.00000
0.39462 0.11836 -0.29696 -288874814928438183426882991689247490048.00000
0.40500 0.12465 -0.30833 -288874814928438183426882991689247490048.00000
0.39919 0.14308 -0.31858 -287535242903755405202062971530811277312.00000
0.41190 -0.14544 -0.32184 -291559252686710292962503682238705565696.00000
0.41278 -0.12418 -0.31597 -295541744377206505753586572923217379328.00000
0.41927 -0.13801 -0.31764 -291548827528174016003905773351544553472.00000
0.41402 -0.11468 -0.31573 -298200301780824355757746306780034498560.00000
0.42324 -0.10874 -0.31715 -292872984921558018959203593599003394048.00000
0.41401 -0.09400 -0.30924 -279544216908831890875072841891136405504.00000
0.42284 -0.08751 -0.31029 -288874835210847787078553415636498776064.00000
0.41528 -0.07506 -0.30734 -288890452666242598864779855019989008384.00000
0.42378 -0.06799 -0.30797 -299560724122579687899762144712792735744.00000
0.42157 -0.05897 -0.31976 -300900377276900880731263860660234092544.00000
0.43002 -0.05103 -0.31989 -304898445857972698005232342833733566464.00000
0.42508 -0.04073 -0.32567 -304903699002060043787872145171816644608.00000
0.43176 -0.04165 -0.32273 -308886129845327445623943764014574600192.00000
0.42163 -0.02048 -0.31445 -302219200396559123297240182780604710912.00000
0.42819 -0.02104 -0.31172 -306212076680772405743580134457774964736.00000
0.41938 -0.00150 -0.30747 -316872024390621236078316634999674109952.00000
0.42628 0.00765 -0.30573 -312858277506925796063110441600930545664.00000
0.41984 0.02616 -0.30885 -308875785816429583272027550916418732032.00000
0.42635 0.02646 -0.30627 -311534241807999415017835165036979421184.00000
0.41951 0.03537 -0.30856 -310210185826663430320889464525777010688.00000
0.42600 0.03585 -0.30596 -311544606119306881021421802082386575360.00000
0.41813 0.05362 -0.30686 -312884238991218470201253094082576646144.00000
0.41978 0.06221 -0.29368 -302219078702101501387217639097096994816.00000
0.40909 0.06840 -0.28599 -298220989838620080461578732976346234880.00000
0.41524 0.07872 -0.28555 -303558772421241901522060202939040923648.00000
0.40745 0.09476 -0.28761 -295562635259098266974123238592041975808.00000
0.41521 0.08802 -0.28745 -295552149253333179060514057863127105536.00000
0.41630 0.10795 -0.29492 -295562614976688663322452814644790689792.00000
0.41749 0.11886 -0.30076 -295562635259098266974123238592041975808.00000
0.42051 0.13176 -0.31169 -296876347211536389319152726005088518144.00000
0.41950 0.14161 -0.31251 -295547098933341869794578494997556887552.00000
0.41436 0.15128 -0.32236 -295541906636483334966949964501227667456.00000
0.42105 0.16569 -0.32450 -296881519225985320495110832554166452224.00000
0.41739 0.17320 -0.31908 -295552270947790800970536601546634821632.00000
0.44232 -0.16630 -0.33968 -303548387827524831866803141946382483456.00000
0.42514 -0.14014 -0.31314 -295552149253333179060514057863127105536.00000
0.42675 -0.13039 -0.31338 -291548827528174016003905773351544553472.00000
0.42593 -0.11855 -0.30780 -290219700944437118389354086027520638976.00000
0.43569 -0.11253 -0.30897 -295557463244649335798165132042964041728.00000
0.43046 -0.10063 -0.31272 -302198471773944191290066908689790402560.00000
0.43774 -0.09228 -0.30812 -302203623505983518814354591291617050624.00000
0.43229 -0.07048 -0.30976 -302208795520432449990312697840694984704.00000
0.43842 -0.08209 -0.30728 -299534762638287013761619492231146635264.00000
0.43673 -0.05213 -0.31667 -307551709552683994923411426457965035520.00000
0.44357 -0.05324 -0.31322 -304882868967397093522346751344745906176.00000
0.43858 -0.04259 -0.31957 -308886129845327445623943764014574600192.00000
0.44722 -0.03366 -0.31877 -304888061264255628349975281841075126272.00000
0.43589 -0.01199 -0.31046 -308870573237161444792728596472838225920.00000
0.44280 -0.01240 -0.30735 -306206924948733078219292451855948316672.00000
0.43248 -0.00194 -0.30208 -311529049511140880190206634540650201088.00000
0.43973 0.00756 -0.29995 -308865401222712513616770489923760291840.00000
0.43991 0.01732 -0.30042 -308880998395697721751326505359999238144.00000
0.43773 0.02687 -0.29588 -308886190692556256578955035856328458240.00000
0.43263 0.03634 -0.30315 -311549818698575019500720756525967081472.00000
0.44084 0.04700 -0.30408 -304893233278704559525933388390153060352.00000
0.44201 0.05734 -0.30771 -302229544425456985649156395878760579072.00000
0.43653 0.06557 -0.29672 -302229544425456985649156395878760579072.00000
0.42472 0.07209 -0.28905 -304882808120168282567335479502992048128.00000
0.43108 0.07323 -0.28595 -306217268977630940571208664954104184832.00000
0.42469 0.10121 -0.29486 -294222982104777074142621522644600619008.00000
0.43097 0.10280 -0.29143 -292893774391401761921388139531571560448.00000
0.42423 0.11095 -0.29621 -296897075834151321326326000095902826496.00000
0.42354 0.12068 -0.29728 -294228214966454816273590901035432411136.00000
0.43731 0.13941 -0.31432 -291569698127656173572772015073117863936.00000
0.43616 0.14981 -0.31498 -291569698127656173572772015073117863936.00000
0.42856 0.15786 -0.31981 -295562635259098266974123238592041975808.00000
0.43479 0.16014 -0.31538 -294238558995352678625507114133588279296.00000
0.42693 0.17545 -0.30447 -295572979287996129326039451690197843968.00000
0.46367 -0.20848 -0.35642 -299555450696082738465451918427458371584.00000
0.45811 -0.17867 -0.35568 -287535100926888179640370003900052275200.00000
0.46260 -0.19280 -0.34907 -300884698974277257990026149434990002176.00000
0.44224 -0.14955 -0.31520 -286211126075190609550105999177855008768.00000
0.45328 -0.14394 -0.31640 -284881918361815297328872616064825950208.00000
0.45223 -0.13097 -0.31078 -292893774391401761921388139531571560448.00000
0.45654 -0.12245 -0.31672 -294228214966454816273590901035432411136.00000
0.45096 -0.10963 -0.32123 -290219741509256325692694933922023211008.00000
0.46164 -0.10233 -0.32174 -296871094067449043536512923667005440000.00000
0.45559 -0.07835 -0.32390 -302224433258236865428209561171436503040.00000
0.46236 -0.09112 -0.32081 -304867312359231092691131583803009531904.00000
0.45571 -0.06729 -0.32220 -304888081546665232001645705788326412288.00000
0.46838 -0.05951 -0.32730 -295562614976688663322452814644790689792.00000
0.46032 -0.04697 -0.32889 -300895184980042345903635330163904872448.00000
0.46984 -0.03730 -0.32762 -298215919236219167543972746163524730880.00000
0.46104 -0.02521 -0.32825 -299550339528862618244505083720134295552.00000
0.46868 -0.02586 -0.32436 -303548509521982453776825685629890199552.00000
0.45067 -0.00273 -0.30532 -302203643788393122466025015238868336640.00000
0.46091 0.00736 -0.30756 -298210726939360632716344215667195510784.00000
0.44909 0.01756 -0.30188 -303543276660304711645856307239058407424.00000
0.45616 0.02799 -0.29842 -302224412975827261776539137224185217024.00000
0.45478 0.04926 -0.31548 -298231475844385168375187913705261105152.00000
0.45571 0.03823 -0.29803 -296897014986922510371314728254148968448.00000
0.45612 0.06026 -0.31936 -298231455561975564723517489758009819136.00000
0.46357 0.06120 -0.31556 -294233326133674936494537735742756487168.00000
0.44192 0.08633 -0.29358 -296881438096346905888429136765161308160.00000
0.46320 0.09440 -0.31938 -292873025486377226262544441493505966080.00000
0.44161 0.10697 -0.29699 -290224893241295653216982616523849859072.00000
0.45295 0.11140 -0.30260 -292873025486377226262544441493505966080.00000
0.44252 0.12923 -0.30410 -287561204388048079340205624012457377792.00000
0.45237 0.12219 -0.30384 -292878197500826157438502548042583900160.00000
0.44499 0.15413 -0.31589 -291564465265978431441802636682286071808.00000
0.45417 0.15860 -0.31655 -292878156936006950135161700148081328128.00000
0.44109 0.16243 -0.31069 -295567786991137594498410921193868623872.00000
0.44816 0.17766 -0.31100 -298221030403439287764919580870848806912.00000
0.43281 0.17781 -0.29956 -300895124132813534948624058322151014400.00000
0.43648 0.18991 -0.29355 -298221050685848891416590004818100092928.00000
0.47408 -0.21556 -0.35735 -294217668113460917404970448464763682816.00000
0.48080 -0.21823 -0.34972 -299560683557760480596421296818290163712.00000
0.46924 -0.19538 -0.34229 -295562574411869456019111966750288117760.00000
0.47589 -0.19796 -0.33519 -292904098137890020621633928682476142592.00000
0.46710 -0.16563 -0.32933 -296881438096346905888429136765161308160.00000
0.46595 -0.15150 -0.32323 -298215878671399960240631898269022158848.00000
0.46470 -0.13780 -0.31730 -296886691240434251671068939103244386304.00000
0.47333 -0.12881 -0.31183 -295536633209986385532639738215893303296.00000
0.47180 -0.10600 -0.32270 -298205514360092494237045261223615004672.00000
0.47916 -0.10791 -0.31739 -303543236095485504342515459344555835392.00000
0.47608 -0.08430 -0.32647 -304877676670538558694718220848416686080.00000
0.48322 -0.09789 -0.32256 -306191287210928662781395588525206798336.00000
0.47905 -0.06184 -0.32861 -295562614976688663322452814644790689792.00000
0.48714 -0.07528 -0.32575 -303548387827524831866803141946382483456.00000
0.47851 -0.04996 -0.32615 -300879567524647534117408890780414640128.00000
0.48644 -0.05106 -0.32146 -306217289260040544222879088901355470848.00000
0.47938 -0.02708 -0.32573 -304877778082586576953070340584673116160.00000
0.48887 -0.01629 -0.32315 -306212178092820424001932254194031394816.00000
0.47594 -0.00397 -0.31810 -296876266081897974712471030216083374080.00000
0.48992 -0.00466 -0.32461 -304882889249806697174017175291997192192.00000
0.46865 0.01807 -0.30416 -303553600406792970346102096389962989568.00000
0.47890 0.02946 -0.30493 -299565855572209411772379403367368097792.00000
0.46974 0.05076 -0.30779 -294238518430533471322166266239085707264.00000
0.47300 0.03971 -0.29481 -294243670162572798846453948840912355328.00000
0.47387 0.06290 -0.31667 -291559252686710292962503682238705565696.00000
0.48581 0.07678 -0.32096 -295547038086113058839567223155803029504.00000
0.47581 0.08649 -0.32319 -284871554050507831325285979019418796032.00000
0.48410 0.10004 -0.32109 -295541926918892938618620388448478953472.00000
0.46800 0.10616 -0.31183 -292873066051196433565885289388008538112.00000
0.47509 0.11951 -0.30862 -282197500885952791444922349462619160576.00000
0.46629 0.14056 -0.31587 -294212577228650400835694037704690892800.00000
0.47443 0.13113 -0.30980 -288874855493257390730223839583750062080.00000
0.46370 0.16323 -0.31694 -292878116371187742831820852253578756096.00000
0.47513 0.15642 -0.31675 -291538422652047342696978288411634827264.00000
0.45921 0.17189 -0.31135 -294212556946240797184023613757439606784.00000
0.46378 0.18522 -0.30519 -286195549184615005067220407688867348480.00000
0.44476 0.19510 -0.29314 -290198850627364564472158268253198614528.00000
0.45589 0.19029 -0.29352 -294196980055665192701138022268451946496.00000
0.48751 -0.22089 -0.34176 -298231475844385168375187913705261105152.00000
0.49075 -0.23538 -0.33200 -302224352128598450821527865382431358976.00000
0.49052 -0.20881 -0.34279 -302213926970062173862929956495270346752.00000
0.50043 -0.19919 -0.33581 -299545066102365668810194857434799931392.00000
0.49185 -0.18054 -0.33685 -300879506677418723162397618938660782080.00000
0.50568 -0.17413 -0.33728 -299545066102365668810194857434799931392.00000
0.49061 -0.13813 -0.32427 -298205514360092494237045261223615004672.00000
0.49808 -0.14038 -0.31774 -302208795520432449990312697840694984704.00000
0.48867 -0.12376 -0.31797 -300879547242237930465738466833163354112.00000
0.50485 -0.11788 -0.32380 -300879506677418723162397618938660782080.00000
0.49488 -0.08913 -0.32191 -303522365496003346773649217622982524928.00000
0.50646 -0.09246 -0.32207 -302213947252471777514600380442521632768.00000
0.49851 -0.07815 -0.32638 -299529428364561253372297994104058413056.00000
0.50672 -0.07970 -0.32066 -295541744377206505753586572923217379328.00000
0.50020 -0.04151 -0.32513 -303538023516217365863216504900975329280.00000
0.50960 -0.05527 -0.32245 -304867352924050299994472431697512103936.00000
0.50376 -0.01760 -0.32968 -304867292076821489039461159855758245888.00000
0.51802 -0.03166 -0.33416 -299529590623838082585661385682068701184.00000
0.50220 0.00696 -0.32641 -304867231229592678084449888014004387840.00000
0.51722 -0.00592 -0.33178 -302198451491534587638396484742539116544.00000
0.49916 0.01900 -0.32127 -296865780076132886798861849487168503808.00000
0.51087 0.03171 -0.32162 -288895604398281926389067537621815656448.00000
0.49108 0.05351 -0.30900 -296902187001371441547272834803226902528.00000
0.50352 0.04307 -0.31020 -300895103850403931296953634374899728384.00000
0.50087 0.06671 -0.30758 -306201712369464939739993497412367810560.00000
0.49889 0.07826 -0.30553 -296860668908912766577915014779844427776.00000
0.49473 0.09047 -0.31897 -294212638075879211790705309546444750848.00000
0.49520 0.10303 -0.32151 -296876387776355596622493573899591090176.00000
0.50338 0.11747 -0.31795 -292872924074329208004192321757249536000.00000
0.49964 0.12845 -0.31389 -288880007225296718254511522185576710144.00000
0.48687 0.14902 -0.31613 -295536531797938367274287618479636873216.00000
0.49441 0.15127 -0.31008 -295536673774805592835980586110395875328.00000
0.48552 0.16105 -0.31663 -296865820640952094102202697381671075840.00000
0.49110 0.17544 -0.31038 -288874875775666994381894263531001348096.00000
0.47870 0.18200 -0.31082 -290188486316057098468571631207791460352.00000
0.48324 0.19597 -0.30358 -280873444904616806747976648951416750080.00000
0.46782 0.19850 -0.29807 -291528159752787894951743771102484103168.00000
0.47127 0.21162 -0.29000 -288874835210847787078553415636498776064.00000
0.45365 0.20974 -0.27929 -287535141491707386943710851794554847232.00000
0.50170 -0.24310 -0.33099 -300884658409458050686685301540487430144.00000
0.51694 -0.23863 -0.33126 -300858676642755772896872225111590043648.00000
0.50880 -0.21856 -0.33395 -291533291202417618824361029757059465216.00000
0.52404 -0.21300 -0.33408 -292867731777470673176563791260920315904.00000
0.51958 -0.19718 -0.34378 -294207324084563055053054235366607814656.00000
0.53495 -0.19037 -0.34363 -299545066102365668810194857434799931392.00000
0.52000 -0.16706 -0.33727 -296876184952259560105789334427078230016.00000
0.52566 -0.15322 -0.32279 -298210605244903010806321671983687794688.00000
0.52084 -0.12442 -0.32998 -296876184952259560105789334427078230016.00000
0.53350 -0.12895 -0.32937 -298210625527312614457992095930939080704.00000
0.51782 -0.10905 -0.32286 -299545066102365668810194857434799931392.00000
0.53103 -0.09948 -0.32129 -300879506677418723162397618938660782080.00000
0.51879 -0.08273 -0.32050 -294207303802153451401383811419356528640.00000
0.53124 -0.07226 -0.31823 -302213947252471777514600380442521632768.00000
0.52191 -0.05749 -0.32243 -299550400376091429199516355561888153600.00000
0.53362 -0.04610 -0.31932 -298210747221770236368014639614446796800.00000
0.52698 -0.03243 -0.32829 -295547078650932266142908071050305601536.00000
0.53796 -0.02009 -0.32419 -295541866071664127663609116606725095424.00000
0.53008 -0.00648 -0.33200 -292878197500826157438502548042583900160.00000
0.54016 0.00663 -0.32682 -296881498943575716843440408606915166208.00000
0.52725 0.01977 -0.32753 -288900816977550064868366492065396162560.00000
0.54044 0.02011 -0.32728 -294222941539957866839280674750098046976.00000
0.51890 0.04470 -0.31546 -304893172431475748570922116548399202304.00000
0.53400 0.05952 -0.31942 -300889870988726189165984255984067936256.00000
0.51040 0.08053 -0.30516 -302193157782628034552415834509953466368.00000
0.52107 0.06968 -0.30136 -298221010121029684113249156923597520896.00000
0.51120 0.09340 -0.30782 -291528038058330273041721227418976387072.00000
0.52733 0.11108 -0.31484 -288874835210847787078553415636498776064.00000
0.51111 0.13231 -0.31332 -291528017775920669390050803471725101056.00000
0.52350 0.12293 -0.31100 -286195549184615005067220407688867348480.00000
0.50547 0.15577 -0.30927 -287550860359150216988289410914301509632.00000
0.51693 0.16042 -0.30805 -287530030324487266722764017087230771200.00000
0.50746 0.17081 -0.31533 -286216419784097162636086649410440658944.00000
0.51518 0.17327 -0.30816 -286195589749434212370561255583369920512.00000
0.49347 0.20160 -0.30223 -284876766629775969804584933462999302144.00000
0.50683 0.19538 -0.30144 -284855936595113019539059539635928563712.00000
0.48715 0.20982 -0.29534 -291543756925773103086299786538723049472.00000
0.49727 0.21574 -0.29339 -288859278602681786247338248094762401792.00000
0.47370 0.23835 -0.28458 -282213098058937999579478364898858106880.00000
0.48675 0.23423 -0.28424 -282218310638206138058777319342438612992.00000
0.51521 -0.26577 -0.31750 -292898865276212278490664550291644350464.00000
0.52673 -0.27432 -0.31496 -295567705861499179891729225404863479808.00000
0.53137 -0.26189 -0.31716 -296881316401889283978406593081653592064.00000
0.53580 -0.24919 -0.31921 -298205352100815665023681869645604716544.00000
0.54186 -0.22510 -0.34064 -294196898926026778094456326479446802432.00000
0.54943 -0.22784 -0.33060 -294212435251783175274001070073931890688.00000
0.54518 -0.21121 -0.34168 -294207303802153451401383811419356528640.00000
0.56194 -0.20411 -0.34081 -291564404418749620486791364840532213760.00000
0.56478 -0.18938 -0.34140 -292883247820817466704438110908154118144.00000
0.56724 -0.17445 -0.34166 -295541724094796902101916148975966093312.00000
0.54995 -0.15069 -0.33563 -307530838953201837354545184736391725056.00000
0.56549 -0.14128 -0.33383 -300874233250921773728087392653326417920.00000
0.54784 -0.11943 -0.32771 -303543175248256693387504187502801977344.00000
0.54858 -0.10514 -0.32670 -300879506677418723162397618938660782080.00000
0.54440 -0.08913 -0.31899 -296881397531527698585088288870658736128.00000
0.55785 -0.07797 -0.31589 -295546956956474644232885527366797885440.00000
0.54372 -0.06105 -0.31517 -303517274611192830204372806862909734912.00000
0.55280 -0.06230 -0.30790 -296850304597605300574328377734437273600.00000
0.54725 -0.02065 -0.31755 -306180963464440404081149799374302216192.00000
0.55888 -0.03552 -0.31406 -295515803175323435267114344388822564864.00000
0.54958 0.00657 -0.32021 -303527699769729107162970715750070747136.00000
0.56260 -0.00769 -0.31794 -304856846635875608429192827021345947648.00000
0.54957 0.03403 -0.32054 -295546997521293851536226375261300457472.00000
0.55908 0.03447 -0.31347 -295557483527058939449835555990215327744.00000
0.54723 0.06121 -0.31855 -290224812111657238610300920734844715008.00000
0.55814 0.04838 -0.31274 -282218290355796534407106895395187326976.00000
0.53722 0.07260 -0.30554 -290224893241295653216982616523849859072.00000
0.54358 0.08664 -0.29628 -299545208079232894371887825065558933504.00000
0.52805 0.09640 -0.29519 -268884330046211871495347613190991118336.00000
0.53209 0.11127 -0.30247 -279549429488100029354371796334716911616.00000
0.53533 0.14044 -0.31097 -288869703761218063205936156981923414016.00000
0.54873 0.13050 -0.30790 -294202253482162142135448248553786310656.00000
0.54596 0.17595 -0.33126 -290198911474593375427169540094952472576.00000
0.56577 0.16933 -0.33546 -290198911474593375427169540094952472576.00000
0.54683 0.20796 -0.33872 -283537113475454776973083217515557945344.00000
0.56028 0.21449 -0.33679 -282202672900401722620880456011697094656.00000
0.52314 0.22050 -0.31060 -274206454608619673466261795875693002752.00000
0.54435 0.23503 -0.32145 -284881979209044108283883887906579808256.00000
0.51565 0.22922 -0.30305 -268868692308407456057450749860249600000.00000
