# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 718
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 718
DATA ascii
0.36022 -0.07507 -0.31126 -287524797462809524591794638696398979072.00000
0.36063 -0.06717 -0.30968 -292862580045431345652276108659093667840.00000
0.35625 -0.05819 -0.30948 -295515803175323435267114344388822564864.00000
0.35745 -0.05129 -0.31228 -291528119187968687648402923207981531136.00000
0.36168 -0.03834 -0.32729 -284892384085170781590811372846489534464.00000
0.36564 -0.04666 -0.32348 -290188567445695513075253326996796604416.00000
0.36731 -0.03318 -0.35148 -286226824660223835943014134350350385152.00000
0.37487 -0.02625 -0.35796 -288895726092739548299090081305323372544.00000
0.37136 -0.01776 -0.36710 -288895726092739548299090081305323372544.00000
0.37697 -0.01825 -0.36575 -291564607242845657003495604313045073920.00000
0.36731 0.00797 -0.34660 -284887252635541057718194114191914172416.00000
0.37510 -0.00061 -0.35609 -290224994653343671475334736260106289152.00000
0.34832 0.02114 -0.25994 -283552812060488003365991352688053321728.00000
0.35417 0.01496 -0.26577 -291559435228396725827537497763967139840.00000
0.35316 0.02801 -0.26238 -287556154068056770074270061146887159808.00000
0.35453 0.03509 -0.26916 -286221713493003715722067299643026309120.00000
0.39281 0.06037 -0.46864 -287556174350466373725940485094138445824.00000
0.36243 0.04527 -0.30472 -287556154068056770074270061146887159808.00000
0.35562 0.06601 -0.30235 -280873607163893635961340040529427038208.00000
0.36113 0.05982 -0.30255 -292883511492142314176153622222420836352.00000
0.35368 0.07976 -0.29877 -278199432304880974170953867289119686656.00000
0.35933 0.07401 -0.29936 -288885341499022478643833020312664932352.00000
0.35046 0.09198 -0.29003 -290204083489042306603127646644030406656.00000
0.35706 0.08771 -0.29519 -287550880641559820639959834861552795648.00000
0.36810 -0.08857 -0.32660 -291533331767236826127701877651562037248.00000
0.37313 -0.09012 -0.32440 -288869703761218063205936156981923414016.00000
0.36497 -0.07643 -0.30940 -290198911474593375427169540094952472576.00000
0.37153 -0.07080 -0.31099 -292873005203967622610874017546254680064.00000
0.36825 -0.05421 -0.31413 -294197061185303607307819718057457090560.00000
0.37186 -0.06259 -0.30935 -295536673774805592835980586110395875328.00000
0.37197 -0.04842 -0.32713 -294197081467713210959490142004708376576.00000
0.37575 -0.04214 -0.34055 -288885361781432082295503444259916218368.00000
0.37960 -0.03534 -0.35443 -287561285517686493946887319801462521856.00000
0.38626 -0.02753 -0.35485 -292899047817898711355698365816905924608.00000
0.38273 -0.01874 -0.36428 -291564586960436053351825180365793787904.00000
0.38863 -0.01925 -0.36268 -294233468110542162056230703373515489280.00000
0.37819 0.00790 -0.34407 -291559333816348707569185378027710709760.00000
0.38810 -0.00116 -0.35914 -294233447828132558404560279426264203264.00000
0.36627 0.01555 -0.29585 -295552291230200404622207025493886107648.00000
0.37118 0.02318 -0.29474 -295557503809468543101505979937466613760.00000
0.36171 0.03642 -0.27927 -287561265235276890295216895854211235840.00000
0.36777 0.02997 -0.28232 -287561265235276890295216895854211235840.00000
0.36566 0.05280 -0.29811 -292909472976434988314296274704066936832.00000
0.37124 0.04608 -0.29774 -288900918389598083126718611801652592640.00000
0.36508 0.06795 -0.29971 -291554202366718983696568119373135347712.00000
0.37092 0.06158 -0.29980 -292888642941772038048770880876996198400.00000
0.36292 0.08212 -0.29590 -286216440066506766287757073357691944960.00000
0.36891 0.07621 -0.29639 -290219761791665929344365357869274497024.00000
0.36637 0.09032 -0.29196 -291554182084309380044897695425884061696.00000
0.36493 0.09714 -0.28938 -291554182084309380044897695425884061696.00000
0.36337 0.10378 -0.28658 -287550860359150216988289410914301509632.00000
