3.519476354122161865e-01;-4.836287498474121094e-01;5.790376663208007812e+00
3.519476354122161865e-01;-4.836287498474121094e-01;5.790376663208007812e+00
3.519476354122161865e-01;-4.836287498474121094e-01;5.790376663208007812e+00
6.512228846549987793e-01;-7.888894677162170410e-01;7.569268703460693359e+00
6.512228846549987793e-01;-7.888894677162170410e-01;7.569268703460693359e+00
6.512228846549987793e-01;-7.888894677162170410e-01;7.569268703460693359e+00
6.512228846549987793e-01;-7.888894677162170410e-01;7.569268703460693359e+00
6.512228846549987793e-01;-7.888894677162170410e-01;7.569268703460693359e+00
6.512228846549987793e-01;-7.888894677162170410e-01;7.569268703460693359e+00
6.512228846549987793e-01;-7.888894677162170410e-01;7.569268703460693359e+00
6.512228846549987793e-01;-7.888894677162170410e-01;7.569268703460693359e+00
6.512228846549987793e-01;-7.888894677162170410e-01;7.569268703460693359e+00
-1.417367458343505859e+00;2.987963676452636719e+00;1.350808620452880859e+01
-1.417367458343505859e+00;2.987963676452636719e+00;1.350808620452880859e+01
-1.417367458343505859e+00;2.987963676452636719e+00;1.350808620452880859e+01
-1.417367458343505859e+00;2.987963676452636719e+00;1.350808620452880859e+01
-1.417367458343505859e+00;2.987963676452636719e+00;1.350808620452880859e+01
-1.417367458343505859e+00;2.987963676452636719e+00;1.350808620452880859e+01
-1.417367458343505859e+00;2.987963676452636719e+00;1.350808620452880859e+01
-1.417367458343505859e+00;2.987963676452636719e+00;1.350808620452880859e+01
-1.417367458343505859e+00;2.987963676452636719e+00;1.350808620452880859e+01
-1.417367458343505859e+00;2.987963676452636719e+00;1.350808620452880859e+01
1.450886249542236328e+00;1.596932530403137207e+00;-2.560598611831665039e+00
1.450886249542236328e+00;1.596932530403137207e+00;-2.560598611831665039e+00
1.450886249542236328e+00;1.596932530403137207e+00;-2.560598611831665039e+00
1.450886249542236328e+00;1.596932530403137207e+00;-2.560598611831665039e+00
1.450886249542236328e+00;1.596932530403137207e+00;-2.560598611831665039e+00
1.450886249542236328e+00;1.596932530403137207e+00;-2.560598611831665039e+00
