8.619125932455062866e-02;-1.029506698250770569e-01;9.712079048156738281e+00
8.379705995321273804e-02;-1.663970202207565308e-01;9.732429504394531250e+00
8.379705995321273804e-02;-1.663970202207565308e-01;9.732429504394531250e+00
1.268926858901977539e-01;-1.340752989053726196e-01;9.720458984375000000e+00
1.268926858901977539e-01;-1.340752989053726196e-01;9.720458984375000000e+00
7.062894850969314575e-02;-1.544260084629058838e-01;9.722852706909179688e+00
6.823474913835525513e-02;-1.125274822115898132e-01;9.756371498107910156e+00
6.823474913835525513e-02;-1.125274822115898132e-01;9.756371498107910156e+00
5.985504388809204102e-02;-1.544260084629058838e-01;9.810241699218750000e+00
5.985504388809204102e-02;-1.544260084629058838e-01;9.810241699218750000e+00
8.978256583213806152e-02;-1.424549967050552368e-01;9.744400978088378906e+00
8.978256583213806152e-02;-1.424549967050552368e-01;9.744400978088378906e+00
1.089361757040023804e-01;-1.747767180204391479e-01;9.706093788146972656e+00
1.089361757040023804e-01;-1.747767180204391479e-01;9.706093788146972656e+00
1.077390760183334351e-01;-1.352723985910415649e-01;9.763554573059082031e+00
1.077390760183334351e-01;-1.352723985910415649e-01;9.763554573059082031e+00
6.464344263076782227e-02;-1.472434103488922119e-01;9.719262123107910156e+00
6.464344263076782227e-02;-1.472434103488922119e-01;9.719262123107910156e+00
1.101332753896713257e-01;-1.592144072055816650e-01;9.807847023010253906e+00
1.101332753896713257e-01;-1.376665979623794556e-01;9.786299705505371094e+00
1.101332753896713257e-01;-1.376665979623794556e-01;9.786299705505371094e+00
8.499415963888168335e-02;-1.173158809542655945e-01;9.726444244384765625e+00
8.499415963888168335e-02;-1.173158809542655945e-01;9.726444244384765625e+00
9.337386488914489746e-02;-1.340752989053726196e-01;9.737217903137207031e+00
9.337386488914489746e-02;-1.340752989053726196e-01;9.737217903137207031e+00
9.097966551780700684e-02;-7.182604819536209106e-02;9.803058624267578125e+00
9.097966551780700684e-02;-7.182604819536209106e-02;9.803058624267578125e+00
8.738835901021957397e-02;-9.935937076807022095e-02;9.703699111938476562e+00
8.738835901021957397e-02;-9.935937076807022095e-02;9.703699111938476562e+00
7.781155407428741455e-02;-1.544260084629058838e-01;9.767146110534667969e+00
5.746084079146385193e-02;-2.035071402788162231e-01;9.732429504394531250e+00
5.746084079146385193e-02;-2.035071402788162231e-01;9.732429504394531250e+00
7.422025501728057861e-02;-1.651999205350875854e-01;9.740809440612792969e+00
7.422025501728057861e-02;-1.651999205350875854e-01;9.740809440612792969e+00
9.337386488914489746e-02;-9.337386488914489746e-02;9.698910713195800781e+00
9.337386488914489746e-02;-9.337386488914489746e-02;9.698910713195800781e+00
8.020575344562530518e-02;-1.640028208494186401e-01;9.730035781860351562e+00
8.020575344562530518e-02;-1.640028208494186401e-01;9.730035781860351562e+00
7.422025501728057861e-02;-1.149216815829277039e-01;9.690531730651855469e+00
7.422025501728057861e-02;-1.149216815829277039e-01;9.690531730651855469e+00
6.943184882402420044e-02;-1.209071874618530273e-01;9.731232643127441406e+00
6.943184882402420044e-02;-1.209071874618530273e-01;9.731232643127441406e+00
8.619125932455062866e-02;-1.101332753896713257e-01;9.781511306762695312e+00
1.065419763326644897e-01;-1.460463106632232666e-01;9.736021041870117188e+00
1.065419763326644897e-01;-1.460463106632232666e-01;9.736021041870117188e+00
6.464344263076782227e-02;-1.472434103488922119e-01;9.768342971801757812e+00
6.464344263076782227e-02;-1.472434103488922119e-01;9.768342971801757812e+00
9.696517139673233032e-02;-1.675941199064254761e-01;9.721655845642089844e+00
9.696517139673233032e-02;-1.675941199064254761e-01;9.721655845642089844e+00
6.584054976701736450e-02;-1.065419763326644897e-01;9.708487510681152344e+00
6.584054976701736450e-02;-1.065419763326644897e-01;9.708487510681152344e+00
9.935937076807022095e-02;-1.484405100345611572e-01;9.757569313049316406e+00
9.935937076807022095e-02;-1.484405100345611572e-01;9.757569313049316406e+00
1.113303825259208679e-01;-6.584054976701736450e-02;9.733627319335937500e+00
1.113303825259208679e-01;-6.584054976701736450e-02;9.733627319335937500e+00
9.097966551780700684e-02;-1.161187812685966492e-01;9.775525093078613281e+00
9.097966551780700684e-02;-1.161187812685966492e-01;9.775525093078613281e+00
7.302315533161163330e-02;-1.496376097202301025e-01;9.706093788146972656e+00
7.302315533161163330e-02;-1.496376097202301025e-01;9.706093788146972656e+00
8.020575344562530518e-02;-7.661445438861846924e-02;9.672574996948242188e+00
8.020575344562530518e-02;-7.661445438861846924e-02;9.672574996948242188e+00
9.097966551780700684e-02;-1.771709322929382324e-01;9.719262123107910156e+00
9.097966551780700684e-02;-1.771709322929382324e-01;9.719262123107910156e+00
8.499415963888168335e-02;-1.113303825259208679e-01;9.762357711791992188e+00
8.499415963888168335e-02;-1.113303825259208679e-01;9.762357711791992188e+00
8.738835901021957397e-02;-1.125274822115898132e-01;9.677363395690917969e+00
4.668693244457244873e-02;-1.029506698250770569e-01;9.752780914306640625e+00
4.668693244457244873e-02;-1.029506698250770569e-01;9.752780914306640625e+00
8.738835901021957397e-02;-1.520318090915679932e-01;9.788693428039550781e+00
