3.370000000000000000e+02;3.400000000000000000e+02;2.920000000000000000e+02;2.290000000000000000e+02
3.380000000000000000e+02;3.400000000000000000e+02;2.910000000000000000e+02;2.290000000000000000e+02
3.370000000000000000e+02;3.400000000000000000e+02;2.920000000000000000e+02;2.290000000000000000e+02
3.380000000000000000e+02;3.390000000000000000e+02;2.920000000000000000e+02;2.290000000000000000e+02
3.380000000000000000e+02;3.400000000000000000e+02;2.910000000000000000e+02;2.290000000000000000e+02
3.370000000000000000e+02;3.400000000000000000e+02;2.910000000000000000e+02;2.290000000000000000e+02
3.400000000000000000e+02;3.410000000000000000e+02;2.930000000000000000e+02;2.300000000000000000e+02
3.120000000000000000e+02;3.040000000000000000e+02;2.880000000000000000e+02;2.310000000000000000e+02
3.550000000000000000e+02;3.270000000000000000e+02;2.810000000000000000e+02;2.200000000000000000e+02
3.280000000000000000e+02;3.170000000000000000e+02;2.830000000000000000e+02;2.260000000000000000e+02
3.330000000000000000e+02;3.330000000000000000e+02;2.270000000000000000e+02;1.860000000000000000e+02
3.810000000000000000e+02;2.680000000000000000e+02;3.180000000000000000e+02;2.750000000000000000e+02
3.850000000000000000e+02;2.660000000000000000e+02;2.190000000000000000e+02;1.640000000000000000e+02
3.010000000000000000e+02;3.010000000000000000e+02;1.920000000000000000e+02;1.460000000000000000e+02
3.080000000000000000e+02;2.510000000000000000e+02;2.570000000000000000e+02;1.680000000000000000e+02
3.210000000000000000e+02;3.160000000000000000e+02;3.930000000000000000e+02;2.020000000000000000e+02
2.910000000000000000e+02;4.950000000000000000e+02;3.480000000000000000e+02;1.310000000000000000e+02
2.130000000000000000e+02;3.360000000000000000e+02;2.960000000000000000e+02;1.640000000000000000e+02
2.970000000000000000e+02;2.930000000000000000e+02;2.670000000000000000e+02;1.210000000000000000e+02
4.320000000000000000e+02;2.240000000000000000e+02;1.690000000000000000e+02;2.550000000000000000e+02
4.600000000000000000e+02;2.740000000000000000e+02;2.250000000000000000e+02;3.090000000000000000e+02
4.610000000000000000e+02;2.510000000000000000e+02;2.150000000000000000e+02;3.260000000000000000e+02
4.430000000000000000e+02;3.430000000000000000e+02;3.020000000000000000e+02;2.600000000000000000e+02
3.040000000000000000e+02;2.720000000000000000e+02;2.600000000000000000e+02;2.300000000000000000e+02
3.770000000000000000e+02;3.500000000000000000e+02;2.840000000000000000e+02;2.140000000000000000e+02
3.380000000000000000e+02;3.330000000000000000e+02;3.200000000000000000e+02;2.470000000000000000e+02
3.520000000000000000e+02;3.530000000000000000e+02;3.120000000000000000e+02;2.280000000000000000e+02
3.570000000000000000e+02;3.630000000000000000e+02;3.010000000000000000e+02;2.260000000000000000e+02
5.240000000000000000e+02;3.300000000000000000e+01;2.500000000000000000e+01;4.110000000000000000e+02
7.540000000000000000e+02;1.600000000000000000e+01;1.600000000000000000e+01;7.250000000000000000e+02
8.000000000000000000e+00;9.550000000000000000e+02;7.200000000000000000e+02;1.500000000000000000e+01
6.920000000000000000e+02;2.100000000000000000e+01;1.500000000000000000e+01;4.690000000000000000e+02
3.800000000000000000e+01;5.210000000000000000e+02;5.330000000000000000e+02;1.680000000000000000e+02
1.700000000000000000e+01;5.080000000000000000e+02;7.080000000000000000e+02;1.900000000000000000e+01
7.460000000000000000e+02;1.200000000000000000e+01;4.000000000000000000e+00;6.550000000000000000e+02
1.600000000000000000e+01;7.940000000000000000e+02;5.570000000000000000e+02;1.900000000000000000e+01
4.740000000000000000e+02;2.100000000000000000e+01;1.850000000000000000e+02;4.640000000000000000e+02
5.550000000000000000e+02;2.000000000000000000e+01;2.200000000000000000e+01;7.900000000000000000e+02
1.300000000000000000e+01;6.800000000000000000e+02;5.910000000000000000e+02;1.000000000000000000e+01
4.110000000000000000e+02;2.400000000000000000e+01;1.300000000000000000e+01;3.870000000000000000e+02
1.800000000000000000e+01;5.550000000000000000e+02;6.070000000000000000e+02;4.390000000000000000e+02
1.600000000000000000e+01;7.770000000000000000e+02;8.470000000000000000e+02;1.800000000000000000e+01
6.950000000000000000e+02;1.200000000000000000e+01;4.000000000000000000e+00;5.600000000000000000e+02
1.600000000000000000e+01;4.850000000000000000e+02;4.190000000000000000e+02;2.000000000000000000e+01
5.380000000000000000e+02;4.390000000000000000e+02;2.100000000000000000e+01;5.840000000000000000e+02
6.840000000000000000e+02;2.400000000000000000e+01;2.300000000000000000e+01;7.430000000000000000e+02
1.000000000000000000e+01;6.420000000000000000e+02;6.370000000000000000e+02;1.200000000000000000e+01
2.970000000000000000e+02;3.540000000000000000e+02;2.910000000000000000e+02;2.830000000000000000e+02
2.900000000000000000e+02;3.260000000000000000e+02;3.280000000000000000e+02;2.770000000000000000e+02
2.680000000000000000e+02;3.340000000000000000e+02;3.140000000000000000e+02;2.830000000000000000e+02
2.780000000000000000e+02;3.230000000000000000e+02;3.240000000000000000e+02;2.690000000000000000e+02
8.200000000000000000e+01;4.730000000000000000e+02;5.700000000000000000e+02;1.050000000000000000e+02
6.480000000000000000e+02;1.200000000000000000e+01;5.000000000000000000e+00;6.900000000000000000e+02
1.800000000000000000e+01;5.050000000000000000e+02;3.810000000000000000e+02;1.700000000000000000e+01
5.130000000000000000e+02;2.200000000000000000e+01;1.300000000000000000e+01;3.960000000000000000e+02
4.230000000000000000e+02;1.110000000000000000e+02;1.160000000000000000e+02;4.710000000000000000e+02
6.000000000000000000e+00;6.660000000000000000e+02;6.330000000000000000e+02;1.000000000000000000e+01
5.250000000000000000e+02;2.200000000000000000e+01;1.300000000000000000e+01;3.490000000000000000e+02
1.700000000000000000e+01;5.150000000000000000e+02;4.700000000000000000e+02;2.700000000000000000e+01
7.800000000000000000e+01;4.870000000000000000e+02;5.690000000000000000e+02;7.200000000000000000e+01
